country,country_code,year,will_accumulate_next_year,gold_share_pct,accumulation_streak,gold_yoy_change_pct,gold_share_yoy_change,gold_share_vs_world,country_share_of_world_gold_pct,usd_share_drawdown_pct,usd_share_yoy_change,accumulating_during_usd_decline,sanctions_score,geo_risk_score,un_alignment_score,global_usd_negative_pct,global_usd_positive_pct,world_gold_share_pct
Aruba,ABW,2001,1,8.6,0,-2.89,-3.06,-2.5,0.0109,0.38,0.38,0,0,50.0,50.0,20.0,0.0,11.1
Aruba,ABW,2002,1,9.16,1,14.27,0.56,-2.39,0.0102,-4.02,-4.4,1,0,50.0,50.0,20.0,0.0,11.55
Aruba,ABW,2003,1,12.38,2,17.32,3.22,1.32,0.01,-5.68,-1.66,1,0,50.0,50.0,20.0,0.0,11.06
Aruba,ABW,2004,1,12.91,3,12.75,0.53,3.47,0.011,-5.27,0.41,0,0,50.0,50.0,20.0,0.0,9.44
Aruba,ABW,2005,1,15.79,4,8.55,2.88,6.3,0.0104,-4.62,0.65,0,0,50.0,50.0,20.0,0.0,9.49
Aruba,ABW,2006,1,15.84,5,35.76,0.05,6.32,0.0115,-5.66,-1.04,1,0,50.0,50.0,20.0,0.0,9.52
Aruba,ABW,2007,1,18.31,6,15.17,2.47,8.76,0.0102,-7.26,-1.6,1,0,50.0,50.0,20.0,0.0,9.55
Aruba,ABW,2008,1,12.57,7,25.39,-5.74,3.42,0.0123,-6.98,0.28,0,0,50.0,50.0,20.0,0.0,9.15
Aruba,ABW,2009,1,15.83,8,11.51,3.26,5.71,0.0106,-8.99,-2.01,1,0,50.0,50.0,20.0,0.0,10.12
Aruba,ABW,2010,1,19.83,9,25.94,4.0,8.08,0.0103,-9.34,-0.35,1,0,50.0,50.0,20.0,0.0,11.75
Aruba,ABW,2011,1,22.2,10,28.34,2.37,10.77,0.012,-8.54,0.8,0,0,50.0,50.0,20.0,0.0,11.43
Aruba,ABW,2012,0,21.65,11,6.2,-0.55,9.91,0.0115,-9.66,-1.12,1,0,50.0,50.0,20.0,0.0,11.74
Aruba,ABW,2013,0,18.44,0,-15.44,-3.21,10.0,0.0132,-9.89,-0.23,0,0,50.0,50.0,20.0,0.0,8.44
Aruba,ABW,2014,0,17.73,0,-10.26,-0.71,9.1,0.0117,-5.99,3.9,0,0,50.0,50.0,20.0,0.0,8.63
Aruba,ABW,2015,1,12.99,0,-8.4,-4.74,4.61,0.0118,-5.39,0.6,0,0,50.0,50.0,0.0,33.33,8.38
Aruba,ABW,2016,1,12.42,1,7.82,-0.57,3.21,0.0117,-5.79,-0.4,1,0,50.0,50.0,0.0,0.0,9.21
Aruba,ABW,2017,1,14.29,2,0.51,1.87,4.45,0.0102,-8.41,-2.62,1,0,50.0,50.0,100.0,0.0,9.84
Aruba,ABW,2018,1,13.07,3,0.9,-1.22,3.25,0.0104,-9.44,-1.03,1,0,50.0,50.0,50.0,50.0,9.82
Aruba,ABW,2019,1,15.5,4,9.78,2.43,4.21,0.0094,-10.24,-0.8,1,0,50.0,50.0,66.67,0.0,11.29
Aruba,ABW,2020,1,15.6,5,27.07,0.1,2.68,0.0095,-12.11,-1.87,1,0,50.0,50.0,0.0,66.67,12.92
Aruba,ABW,2021,1,12.03,6,1.64,-3.57,0.08,0.01,-12.32,-0.21,1,0,50.0,50.0,0.0,0.0,11.95
Aruba,ABW,2022,1,11.74,7,0.13,-0.29,-1.19,0.0099,-12.77,-0.45,1,0,50.0,50.0,66.67,33.33,12.93
Aruba,ABW,2023,1,14.05,8,7.75,2.31,-0.16,0.0093,-13.8,-1.03,1,0,50.0,50.0,20.0,0.0,14.21
Afghanistan,AFG,2009,1,17.92,1,11.51,-2.18,7.8,0.0747,-8.99,-2.01,1,0,40.8,32.0,20.0,0.0,10.12
Afghanistan,AFG,2010,1,19.14,2,25.94,1.22,7.39,0.0723,-9.34,-0.35,1,0,40.8,32.0,20.0,0.0,11.75
Afghanistan,AFG,2011,1,16.96,3,28.34,-2.18,5.53,0.0841,-8.54,0.8,0,0,40.8,32.0,20.0,0.0,11.43
Afghanistan,AFG,2012,0,16.36,4,6.2,-0.6,4.62,0.0808,-9.66,-1.12,1,0,40.8,32.0,20.0,0.0,11.74
Afghanistan,AFG,2013,0,11.62,0,-15.44,-4.74,3.18,0.0925,-9.89,-0.23,0,0,40.8,32.0,20.0,0.0,8.44
Afghanistan,AFG,2014,0,11.26,0,-10.26,-0.36,2.63,0.082,-5.99,3.9,0,0,40.8,32.0,20.0,0.0,8.63
Afghanistan,AFG,2015,1,10.68,0,-8.4,-0.58,2.3,0.0827,-5.39,0.6,0,0,40.8,32.0,0.0,33.33,8.38
Afghanistan,AFG,2016,1,11.06,1,7.82,0.38,1.85,0.0822,-5.79,-0.4,1,0,40.8,32.0,0.0,0.0,9.21
Afghanistan,AFG,2017,1,11.26,2,0.51,0.2,1.42,0.072,-8.41,-2.62,1,0,40.8,32.0,100.0,0.0,9.84
Afghanistan,AFG,2018,1,10.98,3,0.9,-0.28,1.16,0.0729,-9.44,-1.03,1,0,40.8,32.0,50.0,50.0,9.82
Afghanistan,AFG,2019,1,12.6,4,9.78,1.62,1.31,0.0662,-10.24,-0.8,1,0,40.8,32.0,66.67,0.0,11.29
Afghanistan,AFG,2020,1,13.64,5,27.08,1.04,0.72,0.0671,-12.11,-1.87,1,0,40.8,32.0,0.0,66.67,12.92
Albania,ALB,2001,0,3.98,0,-2.89,-0.76,-7.12,0.0121,0.38,0.38,0,0,22.8,62.0,20.0,0.0,11.1
Albania,ALB,2002,1,3.2,0,-16.76,-0.78,-8.35,0.0083,-4.02,-4.4,0,0,22.8,62.0,20.0,0.0,11.55
Albania,ALB,2003,1,2.78,1,0.45,-0.42,-8.28,0.007,-5.68,-1.66,1,0,22.8,62.0,20.0,0.0,11.06
Albania,ALB,2004,1,2.18,2,12.76,-0.6,-7.26,0.0076,-5.27,0.41,0,0,22.8,62.0,20.0,0.0,9.44
Albania,ALB,2005,1,2.47,3,8.56,0.29,-7.02,0.0072,-4.62,0.65,0,0,22.8,62.0,20.0,0.0,9.49
Albania,ALB,2006,1,2.43,4,35.77,-0.04,-7.09,0.0079,-5.66,-1.04,1,0,22.8,62.0,20.0,0.0,9.52
Albania,ALB,2007,0,2.67,5,15.18,0.24,-6.88,0.0071,-7.26,-1.6,1,0,22.8,62.0,20.0,0.0,9.55
Albania,ALB,2008,1,1.86,0,-8.33,-0.81,-7.29,0.0062,-6.98,0.28,0,0,22.8,62.0,20.0,0.0,9.15
Albania,ALB,2009,1,2.32,1,11.51,0.46,-7.8,0.0054,-8.99,-2.01,1,0,22.8,62.0,20.0,0.0,10.12
Albania,ALB,2010,1,2.8,2,25.93,0.48,-8.95,0.0052,-9.34,-0.35,1,0,22.8,62.0,20.0,0.0,11.75
Albania,ALB,2011,1,3.14,3,28.34,0.34,-8.29,0.0061,-8.54,0.8,0,0,22.8,62.0,20.0,0.0,11.43
Albania,ALB,2012,0,3.24,4,6.2,0.1,-8.5,0.0058,-9.66,-1.12,1,0,22.8,62.0,20.0,0.0,11.74
Albania,ALB,2013,0,2.2,0,-15.44,-1.04,-6.24,0.0067,-9.89,-0.23,0,0,22.8,62.0,20.0,0.0,8.44
Albania,ALB,2014,0,2.29,0,-10.26,0.09,-6.34,0.0059,-5.99,3.9,0,0,22.8,62.0,20.0,0.0,8.63
Albania,ALB,2015,1,1.71,0,-8.4,-0.58,-6.67,0.006,-5.39,0.6,0,0,22.8,62.0,0.0,33.33,8.38
Albania,ALB,2016,0,1.86,1,7.77,0.15,-7.35,0.0059,-5.79,-0.4,1,0,22.8,62.0,0.0,0.0,9.21
Albania,ALB,2017,1,1.81,0,-0.65,-0.05,-8.03,0.0051,-8.41,-2.62,0,0,22.8,62.0,100.0,0.0,9.84
Albania,ALB,2018,1,1.65,1,0.9,-0.16,-8.17,0.0052,-9.44,-1.03,1,0,22.8,62.0,50.0,50.0,9.82
Albania,ALB,2019,1,3.64,2,97.61,1.99,-7.65,0.0085,-10.24,-0.8,1,0,22.8,62.0,66.67,0.0,11.29
Albania,ALB,2020,1,3.53,3,27.07,-0.11,-9.39,0.0086,-12.11,-1.87,1,0,22.8,62.0,0.0,66.67,12.92
Albania,ALB,2021,1,2.91,4,1.64,-0.62,-9.04,0.009,-12.32,-0.21,1,0,22.8,62.0,0.0,0.0,11.95
Albania,ALB,2022,1,3.44,5,11.25,0.53,-9.49,0.0099,-12.77,-0.45,1,0,22.8,62.0,66.67,33.33,12.93
Albania,ALB,2023,1,3.51,6,18.53,0.07,-10.7,0.0102,-13.8,-1.03,1,0,22.8,62.0,20.0,0.0,14.21
Albania,ALB,2024,1,4.4,7,22.97,0.89,-13.04,0.0106,-14.05,-0.25,1,0,22.8,62.0,40.0,40.0,17.44
United Arab Emirates,ARE,2001,1,0.77,0,-2.89,-0.03,-10.33,0.0434,0.38,0.38,0,0,33.6,44.0,20.0,0.0,11.1
United Arab Emirates,ARE,2002,0,0.89,1,14.27,0.12,-10.66,0.0405,-4.02,-4.4,1,0,33.6,44.0,20.0,0.0,11.55
United Arab Emirates,ARE,2003,0,0.0,0,-100.0,-0.89,-11.06,0.0,-5.68,-1.66,0,0,33.6,44.0,20.0,0.0,11.06
United Arab Emirates,ARE,2015,1,0.27,1,inf,0.27,-8.11,0.0284,-5.39,0.6,0,0,33.6,44.0,0.0,33.33,8.38
United Arab Emirates,ARE,2016,1,0.32,2,6.66,0.05,-8.89,0.0279,-5.79,-0.4,1,0,33.6,44.0,0.0,0.0,9.21
United Arab Emirates,ARE,2017,0,0.33,3,3.32,0.01,-9.51,0.0251,-8.41,-2.62,1,0,33.6,44.0,100.0,0.0,9.84
United Arab Emirates,ARE,2018,1,0.31,0,-0.78,-0.02,-9.51,0.025,-9.44,-1.03,0,0,33.6,44.0,50.0,50.0,9.82
United Arab Emirates,ARE,2019,1,1.02,1,229.42,0.71,-10.27,0.0681,-10.24,-0.8,1,0,33.6,44.0,66.67,0.0,11.29
United Arab Emirates,ARE,2020,0,3.28,2,225.47,2.26,-9.64,0.1769,-12.11,-1.87,1,0,33.6,44.0,0.0,66.67,12.92
United Arab Emirates,ARE,2021,1,2.47,0,-2.2,-0.81,-9.48,0.1777,-12.32,-0.21,0,0,33.6,44.0,0.0,0.0,11.95
United Arab Emirates,ARE,2022,1,3.16,1,35.44,0.69,-9.77,0.2388,-12.77,-0.45,1,0,33.6,44.0,66.67,33.33,12.93
United Arab Emirates,ARE,2023,1,2.61,2,7.06,-0.55,-11.6,0.222,-13.8,-1.03,1,0,33.6,44.0,20.0,0.0,14.21
United Arab Emirates,ARE,2024,1,2.62,3,22.82,0.01,-14.82,0.2308,-14.05,-0.25,1,0,33.6,44.0,40.0,40.0,17.44
Argentina,ARG,2001,1,0.02,0,-2.89,0.0,-11.08,0.001,0.38,0.38,0,0,38.4,36.0,20.0,0.0,11.1
Argentina,ARG,2002,1,0.03,1,14.27,0.01,-11.52,0.0009,-4.02,-4.4,1,0,38.4,36.0,20.0,0.0,11.55
Argentina,ARG,2003,1,0.03,2,20.11,0.0,-11.03,0.0009,-5.68,-1.66,1,0,38.4,36.0,20.0,0.0,11.06
Argentina,ARG,2004,1,3.94,3,21559.73,3.91,-5.5,0.1939,-5.27,0.41,0,0,38.4,36.0,20.0,0.0,9.44
Argentina,ARG,2005,1,3.22,4,7.94,-0.72,-6.27,0.1823,-4.62,0.65,0,0,38.4,36.0,20.0,0.0,9.49
Argentina,ARG,2006,1,3.49,5,35.76,0.27,-6.03,0.2018,-5.66,-1.04,1,0,38.4,36.0,20.0,0.0,9.52
Argentina,ARG,2007,1,3.18,6,15.17,-0.31,-6.37,0.1799,-7.26,-1.6,1,0,38.4,36.0,20.0,0.0,9.55
Argentina,ARG,2008,1,3.3,7,25.39,0.12,-5.85,0.2158,-6.98,0.28,0,0,38.4,36.0,20.0,0.0,9.15
Argentina,ARG,2009,1,3.99,8,11.51,0.69,-6.13,0.187,-8.99,-2.01,1,0,38.4,36.0,20.0,0.0,10.12
Argentina,ARG,2010,1,4.74,9,25.94,0.75,-7.01,0.1811,-9.34,-0.35,1,0,38.4,36.0,20.0,0.0,11.75
Argentina,ARG,2011,1,6.57,10,44.74,1.83,-4.86,0.2374,-8.54,0.8,0,0,38.4,36.0,20.0,0.0,11.43
Argentina,ARG,2012,0,7.64,11,6.2,1.07,-4.1,0.2282,-9.66,-1.12,1,0,38.4,36.0,20.0,0.0,11.74
Argentina,ARG,2013,0,7.83,0,-15.44,0.19,-0.61,0.2611,-9.89,-0.23,0,0,38.4,36.0,20.0,0.0,8.44
Argentina,ARG,2014,0,7.62,0,-10.26,-0.21,-1.01,0.2314,-5.99,3.9,0,0,38.4,36.0,20.0,0.0,8.63
Argentina,ARG,2015,0,8.24,0,-8.4,0.62,-0.14,0.2336,-5.39,0.6,0,0,38.4,36.0,0.0,33.33,8.38
Argentina,ARG,2016,0,5.44,0,-0.87,-2.8,-3.77,0.2135,-5.79,-0.4,0,0,38.4,36.0,0.0,0.0,9.21
Argentina,ARG,2017,1,4.13,0,-2.99,-1.31,-5.71,0.1803,-8.41,-2.62,0,0,38.4,36.0,100.0,0.0,9.84
Argentina,ARG,2018,1,3.41,1,0.91,-0.72,-6.41,0.1827,-9.44,-1.03,1,0,38.4,36.0,50.0,50.0,9.82
Argentina,ARG,2019,1,5.99,2,10.0,2.58,-5.3,0.1663,-10.24,-0.8,1,0,38.4,36.0,66.67,0.0,11.29
Argentina,ARG,2020,0,9.53,3,42.91,3.54,-3.39,0.1895,-12.11,-1.87,1,0,38.4,36.0,0.0,66.67,12.92
Argentina,ARG,2021,1,8.08,0,-9.83,-1.45,-3.87,0.1756,-12.32,-0.21,0,0,38.4,36.0,0.0,0.0,11.95
Argentina,ARG,2022,1,8.03,1,12.87,-0.05,-4.9,0.1966,-12.77,-0.45,1,0,38.4,36.0,66.67,33.33,12.93
Argentina,ARG,2023,1,17.74,2,7.75,9.71,3.53,0.184,-13.8,-1.03,1,0,38.4,36.0,20.0,0.0,14.21
Argentina,ARG,2024,1,17.52,3,22.97,-0.22,0.08,0.1915,-14.05,-0.25,1,0,38.4,36.0,40.0,40.0,17.44
Armenia,ARM,2001,1,3.77,1,1.42,-0.13,-7.33,0.005,0.38,0.38,0,0,34.8,42.0,20.0,0.0,11.1
Armenia,ARM,2002,0,3.57,2,23.96,-0.2,-7.98,0.0051,-4.02,-4.4,1,0,34.8,42.0,20.0,0.0,11.55
Armenia,ARM,2003,0,0.0,0,-100.0,-3.57,-11.06,0.0,-5.68,-1.66,0,0,34.8,42.0,20.0,0.0,11.06
Australia,AUS,2001,1,3.8,0,-2.89,0.06,-7.3,0.2802,0.38,0.38,0,0,14.4,76.0,20.0,0.0,11.1
Australia,AUS,2002,1,4.07,1,14.27,0.27,-7.48,0.2617,-4.02,-4.4,1,0,14.4,76.0,20.0,0.0,11.55
Australia,AUS,2003,1,3.22,2,17.32,-0.85,-7.84,0.2574,-5.68,-1.66,1,0,14.4,76.0,20.0,0.0,11.06
Australia,AUS,2004,1,3.04,3,12.8,-0.18,-6.4,0.2808,-5.27,0.41,0,0,14.4,76.0,20.0,0.0,9.44
Australia,AUS,2005,1,3.04,4,8.59,0.0,-6.45,0.2657,-4.62,0.65,0,0,14.4,76.0,20.0,0.0,9.49
Australia,AUS,2006,1,2.96,5,35.76,-0.08,-6.56,0.294,-5.66,-1.04,1,0,14.4,76.0,20.0,0.0,9.52
Australia,AUS,2007,1,7.95,6,15.22,4.99,-1.6,0.2623,-7.26,-1.6,1,0,14.4,76.0,20.0,0.0,9.55
Australia,AUS,2008,1,6.78,7,25.44,-1.17,-2.37,0.3147,-6.98,0.28,0,0,14.4,76.0,20.0,0.0,9.15
Australia,AUS,2009,1,6.69,8,11.53,-0.09,-3.43,0.2728,-8.99,-2.01,1,0,14.4,76.0,20.0,0.0,10.12
Australia,AUS,2010,1,8.54,9,25.94,1.85,-3.21,0.2641,-9.34,-0.35,1,0,14.4,76.0,20.0,0.0,11.75
Australia,AUS,2011,1,8.41,10,28.34,-0.13,-3.02,0.307,-8.54,0.8,0,0,14.4,76.0,20.0,0.0,11.43
Australia,AUS,2012,0,8.69,11,6.2,0.28,-3.05,0.2951,-9.66,-1.12,1,0,14.4,76.0,20.0,0.0,11.74
Australia,AUS,2013,0,5.85,0,-15.44,-2.84,-2.59,0.3378,-9.89,-0.23,0,0,14.4,76.0,20.0,0.0,8.44
Australia,AUS,2014,0,5.74,0,-10.26,-0.11,-2.89,0.2993,-5.99,3.9,0,0,14.4,76.0,20.0,0.0,8.63
Australia,AUS,2015,1,5.84,0,-8.4,0.1,-2.54,0.3022,-5.39,0.6,0,0,14.4,76.0,0.0,33.33,8.38
Australia,AUS,2016,1,5.11,1,7.82,-0.73,-4.1,0.3003,-5.79,-0.4,1,0,14.4,76.0,0.0,0.0,9.21
Australia,AUS,2017,1,4.62,2,0.51,-0.49,-5.22,0.2628,-8.41,-2.62,1,0,14.4,76.0,100.0,0.0,9.84
Australia,AUS,2018,1,5.25,3,0.9,0.63,-4.57,0.2663,-9.44,-1.03,1,0,14.4,76.0,50.0,50.0,9.82
Australia,AUS,2019,1,4.12,4,9.78,-1.13,-7.17,0.2418,-10.24,-0.8,1,0,14.4,76.0,66.67,0.0,11.29
Australia,AUS,2020,1,7.97,5,27.07,3.85,-4.95,0.2452,-12.11,-1.87,1,0,14.4,76.0,0.0,66.67,12.92
Australia,AUS,2021,1,7.06,6,1.64,-0.91,-4.89,0.256,-12.32,-0.21,1,0,14.4,76.0,0.0,0.0,11.95
Australia,AUS,2022,1,5.85,7,0.13,-1.21,-7.08,0.2543,-12.77,-0.45,1,0,14.4,76.0,66.67,33.33,12.93
Australia,AUS,2023,1,8.26,8,7.75,2.41,-5.95,0.238,-13.8,-1.03,1,0,14.4,76.0,20.0,0.0,14.21
Australia,AUS,2024,1,9.85,9,23.0,1.59,-7.59,0.2478,-14.05,-0.25,1,0,14.4,76.0,40.0,40.0,17.44
Austria,AUT,2001,1,19.8,0,-2.89,0.93,8.7,1.2214,0.38,0.38,0,0,24.6,59.0,20.0,0.0,11.1
Austria,AUT,2002,1,26.54,1,4.41,6.74,14.99,1.0423,-4.02,-4.4,1,0,24.6,59.0,20.0,0.0,11.55
Austria,AUT,2003,1,33.46,2,17.32,6.92,22.4,1.0253,-5.68,-1.66,1,0,24.6,59.0,20.0,0.0,11.06
Austria,AUT,2004,1,35.53,3,9.2,2.07,26.09,1.0827,-5.27,0.41,0,0,24.6,59.0,20.0,0.0,9.44
Austria,AUT,2005,1,42.18,4,6.78,6.65,32.69,1.0075,-4.62,0.65,0,0,24.6,59.0,20.0,0.0,9.49
Austria,AUT,2006,1,45.71,5,29.59,3.53,36.19,1.0642,-5.66,-1.04,1,0,24.6,59.0,20.0,0.0,9.52
Austria,AUT,2007,1,41.25,6,11.69,-4.46,31.7,0.9202,-7.26,-1.6,1,0,24.6,59.0,20.0,0.0,9.55
Austria,AUT,2008,1,46.77,7,25.39,5.52,37.62,1.1035,-6.98,0.28,0,0,24.6,59.0,20.0,0.0,9.15
Austria,AUT,2009,1,54.68,8,11.51,7.91,44.56,0.9564,-8.99,-2.01,1,0,24.6,59.0,20.0,0.0,10.12
Austria,AUT,2010,1,56.89,9,25.94,2.21,45.14,0.9261,-9.34,-0.35,1,0,24.6,59.0,20.0,0.0,11.75
Austria,AUT,2011,1,55.64,10,28.34,-1.25,44.21,1.0765,-8.54,0.8,0,0,24.6,59.0,20.0,0.0,11.43
Austria,AUT,2012,0,55.05,11,6.2,-0.59,43.31,1.0349,-9.66,-1.12,1,0,24.6,59.0,20.0,0.0,11.74
Austria,AUT,2013,0,46.5,0,-15.44,-8.55,38.06,1.1843,-9.89,-0.23,0,0,24.6,59.0,20.0,0.0,8.44
Austria,AUT,2014,0,43.42,0,-10.26,-3.08,34.79,1.0496,-5.99,3.9,0,0,24.6,59.0,20.0,0.0,8.63
Austria,AUT,2015,1,42.91,0,-8.4,-0.51,34.53,1.0596,-5.39,0.6,0,0,24.6,59.0,0.0,33.33,8.38
Austria,AUT,2016,1,44.36,1,7.82,1.45,35.15,1.0531,-5.79,-0.4,1,0,24.6,59.0,0.0,0.0,9.21
Austria,AUT,2017,1,54.12,2,0.51,9.76,44.28,0.9215,-8.41,-2.62,1,0,24.6,59.0,100.0,0.0,9.84
Austria,AUT,2018,1,49.75,3,0.9,-4.37,39.93,0.9337,-9.44,-1.03,1,0,24.6,59.0,50.0,50.0,9.82
Austria,AUT,2019,1,58.05,4,9.78,8.3,46.76,0.848,-10.24,-0.8,1,0,24.6,59.0,66.67,0.0,11.29
Austria,AUT,2020,1,55.93,5,27.07,-2.12,43.01,0.8596,-12.11,-1.87,1,0,24.6,59.0,0.0,66.67,12.92
Austria,AUT,2021,1,48.25,6,1.64,-7.68,36.3,0.8977,-12.32,-0.21,1,0,24.6,59.0,0.0,0.0,11.95
Austria,AUT,2022,1,49.32,7,0.13,1.07,36.39,0.8916,-12.77,-0.45,1,0,24.6,59.0,66.67,33.33,12.93
Austria,AUT,2023,1,59.48,8,7.75,10.16,45.27,0.8344,-13.8,-1.03,1,0,24.6,59.0,20.0,0.0,14.21
Austria,AUT,2024,1,66.34,9,22.97,6.86,48.9,0.8687,-14.05,-0.25,1,0,24.6,59.0,40.0,40.0,17.44
Azerbaijan,AZE,2001,1,0.0,0,-2.89,0.0,-11.1,0.703,0.38,0.38,0,0,36.0,40.0,20.0,0.0,11.1
Azerbaijan,AZE,2002,1,0.0,1,14.27,0.0,-11.55,0.6566,-4.02,-4.4,1,0,36.0,40.0,20.0,0.0,11.55
Azerbaijan,AZE,2003,1,0.0,2,17.32,0.0,-11.06,0.6458,-5.68,-1.66,1,0,36.0,40.0,20.0,0.0,11.06
Azerbaijan,AZE,2004,1,0.0,3,12.75,0.0,-9.44,0.7043,-5.27,0.41,0,0,36.0,40.0,20.0,0.0,9.44
Azerbaijan,AZE,2005,1,0.0,4,8.55,0.0,-9.49,0.6661,-4.62,0.65,0,0,36.0,40.0,20.0,0.0,9.49
Azerbaijan,AZE,2006,1,0.0,5,35.76,0.0,-9.52,0.7371,-5.66,-1.04,1,0,36.0,40.0,20.0,0.0,9.52
Azerbaijan,AZE,2007,1,0.0,6,15.17,0.0,-9.55,0.6573,-7.26,-1.6,1,0,36.0,40.0,20.0,0.0,9.55
Azerbaijan,AZE,2008,1,0.0,7,25.39,0.0,-9.15,0.7883,-6.98,0.28,0,0,36.0,40.0,20.0,0.0,9.15
Azerbaijan,AZE,2009,1,0.0,8,11.51,0.0,-10.12,0.6832,-8.99,-2.01,1,0,36.0,40.0,20.0,0.0,10.12
Azerbaijan,AZE,2010,1,0.0,9,25.94,0.0,-11.75,0.6615,-9.34,-0.35,1,0,36.0,40.0,20.0,0.0,11.75
Azerbaijan,AZE,2011,1,0.0,10,28.34,0.0,-11.43,0.769,-8.54,0.8,0,0,36.0,40.0,20.0,0.0,11.43
Azerbaijan,AZE,2012,0,0.0,11,6.2,0.0,-11.74,0.7392,-9.66,-1.12,1,0,36.0,40.0,20.0,0.0,11.74
Azerbaijan,AZE,2013,0,5.11,0,-15.44,5.11,-3.33,0.8459,-9.89,-0.23,0,0,36.0,40.0,20.0,0.0,8.44
Azerbaijan,AZE,2014,0,7.5,0,-10.26,2.39,-1.13,0.7497,-5.99,3.9,0,0,36.0,40.0,20.0,0.0,8.63
Azerbaijan,AZE,2015,1,14.54,0,-8.4,7.04,6.16,0.7569,-5.39,0.6,0,0,36.0,40.0,0.0,33.33,8.38
Azerbaijan,AZE,2016,1,11.01,1,7.82,-3.53,1.8,0.7522,-5.79,-0.4,1,0,36.0,40.0,0.0,0.0,9.21
Azerbaijan,AZE,2017,1,0.0,2,0.51,-11.01,-9.84,0.6583,-8.41,-2.62,1,0,36.0,40.0,100.0,0.0,9.84
Azerbaijan,AZE,2018,1,0.0,3,0.9,0.0,-9.82,0.667,-9.44,-1.03,1,0,36.0,40.0,50.0,50.0,9.82
Azerbaijan,AZE,2019,1,0.0,4,9.78,0.0,-11.29,0.6057,-10.24,-0.8,1,0,36.0,40.0,66.67,0.0,11.29
Azerbaijan,AZE,2020,1,0.0,5,27.07,0.0,-12.92,0.614,-12.11,-1.87,1,0,36.0,40.0,0.0,66.67,12.92
Azerbaijan,AZE,2021,1,0.0,6,1.64,0.0,-11.95,0.6412,-12.32,-0.21,1,0,36.0,40.0,0.0,0.0,11.95
Azerbaijan,AZE,2022,1,0.0,7,0.13,0.0,-12.93,0.6369,-12.77,-0.45,1,0,36.0,40.0,66.67,33.33,12.93
Azerbaijan,AZE,2023,1,0.0,8,7.75,0.0,-14.21,0.596,-13.8,-1.03,1,0,36.0,40.0,20.0,0.0,14.21
Azerbaijan,AZE,2024,1,0.0,9,22.97,0.0,-17.44,0.6205,-14.05,-0.25,1,0,36.0,40.0,40.0,40.0,17.44
Burundi,BDI,2001,1,1.48,0,-94.38,-11.08,-9.62,0.0001,0.38,0.38,0,0,50.0,50.0,20.0,0.0,11.1
Burundi,BDI,2002,1,0.56,1,23.96,-0.92,-10.99,0.0001,-4.02,-4.4,1,0,50.0,50.0,20.0,0.0,11.55
Burundi,BDI,2003,1,0.6,2,21.74,0.04,-10.46,0.0001,-5.68,-1.66,1,0,50.0,50.0,20.0,0.0,11.06
Burundi,BDI,2004,1,0.64,3,4.97,0.04,-8.8,0.0001,-5.27,0.41,0,0,50.0,50.0,20.0,0.0,9.44
Burundi,BDI,2005,1,0.49,4,17.12,-0.15,-9.0,0.0001,-4.62,0.65,0,0,50.0,50.0,20.0,0.0,9.49
Burundi,BDI,2006,1,0.47,5,23.92,-0.02,-9.05,0.0001,-5.66,-1.04,1,0,50.0,50.0,20.0,0.0,9.52
Burundi,BDI,2007,1,0.45,6,31.15,-0.02,-9.1,0.0001,-7.26,-1.6,1,0,50.0,50.0,20.0,0.0,9.55
Burundi,BDI,2008,1,0.31,7,4.32,-0.14,-8.84,0.0001,-6.98,0.28,0,0,50.0,50.0,20.0,0.0,9.15
Burundi,BDI,2009,1,0.32,8,25.04,0.01,-9.8,0.0001,-8.99,-2.01,1,0,50.0,50.0,20.0,0.0,10.12
Burundi,BDI,2010,1,0.41,9,29.24,0.09,-11.34,0.0001,-9.34,-0.35,1,0,50.0,50.0,20.0,0.0,11.75
Burundi,BDI,2011,1,0.5,10,8.93,0.09,-10.93,0.0001,-8.54,0.8,0,0,50.0,50.0,20.0,0.0,11.43
Burundi,BDI,2012,0,0.52,11,8.69,0.02,-11.22,0.0001,-9.66,-1.12,1,0,50.0,50.0,20.0,0.0,11.74
Burundi,BDI,2013,1,0.35,0,-27.61,-0.17,-8.09,0.0001,-9.89,-0.23,0,0,50.0,50.0,20.0,0.0,8.44
Burundi,BDI,2014,0,0.37,1,0.12,0.02,-8.26,0.0001,-5.99,3.9,0,0,50.0,50.0,20.0,0.0,8.63
Burundi,BDI,2015,1,0.75,0,-12.11,0.38,-7.63,0.0001,-5.39,0.6,0,0,50.0,50.0,0.0,33.33,8.38
Burundi,BDI,2016,1,1.16,1,8.67,0.41,-8.05,0.0001,-5.79,-0.4,1,0,50.0,50.0,0.0,0.0,9.21
Burundi,BDI,2017,0,1.29,2,13.16,0.13,-8.55,0.0001,-8.41,-2.62,1,0,50.0,50.0,100.0,0.0,9.84
Burundi,BDI,2018,1,1.82,0,-1.15,0.53,-8.0,0.0001,-9.44,-1.03,0,0,50.0,50.0,50.0,50.0,9.82
Burundi,BDI,2019,1,1.32,1,18.83,-0.5,-9.97,0.0001,-10.24,-0.8,1,0,50.0,50.0,66.67,0.0,11.29
Burundi,BDI,2020,0,2.02,2,24.17,0.7,-10.9,0.0001,-12.11,-1.87,1,0,50.0,50.0,0.0,66.67,12.92
