Country,ISO3,Year,Region,Gold Value (USD bn),Gold Share of Reserves (%),Gold YoY Change (USD bn),Gold YoY Change (%),Gold Share YoY Change (pp),Is Accumulating,Accumulation Streak (yrs),Gold Rank,Total Reserves (USD bn),USD Share of Global Reserves (%),USD Share Drawdown from 2000 (pp),World Gold Reserves (USD bn),World Gold Share (%),Gold Share vs World Avg (pp),Accumulating During USD Decline,Country Share of World Gold (%),UN Alignment with US (score),UN Divergence Score,Sanctions Severity (0-3),Under Sanctions,Geopolitical Bloc,Geo Risk Score,Geo Risk Tier,US GDP Share of World (%)
Aruba,ABW,2000,Other,0.03,11.66,,,,0,0,79,0.24,71.13,0.0,248.74,11.71,-0.05,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,30.24
Aruba,ABW,2001,Other,0.03,8.6,0.0,0.75,-3.06,1,1,80,0.32,71.51,0.38,247.91,11.1,-2.5,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,31.41
Aruba,ABW,2002,Other,0.03,9.16,0.01,23.96,0.56,1,2,79,0.37,67.11,-4.02,303.33,11.55,-2.39,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,31.23
Aruba,ABW,2003,Other,0.04,12.38,0.01,21.74,3.22,1,3,75,0.34,65.45,-5.68,361.79,11.06,1.32,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,29.19
Aruba,ABW,2004,Other,0.04,12.91,0.0,4.97,0.53,1,4,75,0.34,65.86,-5.27,374.09,9.44,3.47,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,27.62
Aruba,ABW,2005,Other,0.05,15.79,0.01,17.12,2.88,1,5,75,0.32,66.51,-4.62,429.3,9.49,6.3,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,27.22
Aruba,ABW,2006,Other,0.06,15.84,0.01,23.92,0.05,1,6,75,0.4,65.47,-5.66,526.68,9.52,6.32,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,26.61
Aruba,ABW,2007,Other,0.08,18.31,0.02,31.15,2.47,1,7,77,0.46,63.87,-7.26,680.26,9.55,8.76,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,24.73
Aruba,ABW,2008,Other,0.09,12.57,0.0,4.32,-5.74,1,8,78,0.69,64.15,-6.98,711.3,9.15,3.42,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,22.97
Aruba,ABW,2009,Other,0.11,15.83,0.02,25.04,3.26,1,9,78,0.69,62.14,-8.99,915.21,10.12,5.71,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,23.74
Aruba,ABW,2010,Other,0.14,19.83,0.03,29.24,4.0,1,10,78,0.71,61.79,-9.34,1190.23,11.75,8.08,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,22.52
Aruba,ABW,2011,Other,0.15,22.2,0.01,8.93,2.37,1,11,79,0.69,62.59,-8.54,1314.14,11.43,10.77,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,20.99
Aruba,ABW,2012,Other,0.17,21.65,0.01,8.69,-0.55,1,12,81,0.77,61.47,-9.66,1451.79,11.74,9.91,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,21.4
Aruba,ABW,2013,Other,0.12,18.44,-0.05,-27.61,-3.21,0,0,85,0.65,61.24,-9.89,1072.69,8.44,10.0,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,21.58
Aruba,ABW,2014,Other,0.12,17.73,0.0,0.12,-0.71,1,1,84,0.68,65.14,-5.99,1086.14,8.63,9.1,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,21.92
Aruba,ABW,2015,Other,0.11,12.99,-0.01,-12.11,-4.74,0,0,83,0.82,65.74,-5.39,985.55,8.38,4.61,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,24.08
Aruba,ABW,2016,Other,0.11,12.42,0.01,8.1,-0.57,1,1,83,0.92,65.34,-5.79,1069.14,9.21,3.21,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,24.33
Aruba,ABW,2017,Other,0.13,14.29,0.02,13.14,1.87,1,2,83,0.91,62.72,-8.41,1228.03,9.84,4.45,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,23.8
Aruba,ABW,2018,Other,0.13,13.07,-0.0,-1.15,-1.22,0,0,82,0.98,61.69,-9.44,1222.92,9.82,3.25,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,23.59
Aruba,ABW,2019,Other,0.15,15.5,0.02,18.83,2.43,1,1,83,0.98,60.89,-10.24,1478.38,11.29,4.21,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,24.16
Aruba,ABW,2020,Other,0.19,15.6,0.04,24.17,0.1,1,2,83,1.21,59.02,-12.11,1853.18,12.92,2.68,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,24.51
Aruba,ABW,2021,Other,0.18,12.03,-0.01,-3.75,-3.57,0,0,80,1.51,58.81,-12.32,1803.62,11.95,0.08,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,23.76
Aruba,ABW,2022,Other,0.18,11.74,-0.0,-0.43,-0.29,0,0,81,1.54,58.36,-12.77,1818.29,12.93,-1.19,0,0.01,50.0,50.0,0,0,neutral,50.0,medium,25.04
Aruba,ABW,2023,Other,0.21,14.05,0.03,13.8,2.31,1,1,81,1.47,57.33,-13.8,2093.45,14.21,-0.16,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,25.57
Afghanistan,AFG,2008,South Asia,0.61,20.1,,,,0,0,49,3.04,64.15,-6.98,711.3,9.15,10.95,0,0.09,32.0,68.0,0,0,us_divergent,40.8,medium,22.97
Afghanistan,AFG,2009,South Asia,0.76,17.92,0.15,25.04,-2.18,1,1,50,4.27,62.14,-8.99,915.21,10.12,7.8,1,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,23.74
Afghanistan,AFG,2010,South Asia,0.99,19.14,0.22,29.24,1.22,1,2,50,5.16,61.79,-9.34,1190.23,11.75,7.39,1,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,22.52
Afghanistan,AFG,2011,South Asia,1.08,16.96,0.09,8.93,-2.18,1,3,51,6.34,62.59,-8.54,1314.14,11.43,5.53,0,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,20.99
Afghanistan,AFG,2012,South Asia,1.17,16.36,0.09,8.69,-0.6,1,4,52,7.15,61.47,-9.66,1451.79,11.74,4.62,1,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,21.4
Afghanistan,AFG,2013,South Asia,0.85,11.62,-0.32,-27.61,-4.74,0,0,54,7.29,61.24,-9.89,1072.69,8.44,3.18,0,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,21.58
Afghanistan,AFG,2014,South Asia,0.85,11.26,0.0,0.12,-0.36,1,1,54,7.53,65.14,-5.99,1086.14,8.63,2.63,0,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,21.92
Afghanistan,AFG,2015,South Asia,0.75,10.68,-0.1,-12.11,-0.58,0,0,56,6.98,65.74,-5.39,985.55,8.38,2.3,0,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,24.08
Afghanistan,AFG,2016,South Asia,0.81,11.06,0.06,8.1,0.38,1,1,55,7.28,65.34,-5.79,1069.14,9.21,1.85,1,0.08,32.0,68.0,0,0,us_divergent,40.8,medium,24.33
Afghanistan,AFG,2017,South Asia,0.91,11.26,0.11,13.14,0.2,1,2,56,8.1,62.72,-8.41,1228.03,9.84,1.42,1,0.07,32.0,68.0,0,0,us_divergent,40.8,medium,23.8
Afghanistan,AFG,2018,South Asia,0.9,10.98,-0.01,-1.15,-0.28,0,0,56,8.21,61.69,-9.44,1222.92,9.82,1.16,0,0.07,32.0,68.0,0,0,us_divergent,40.8,medium,23.59
Afghanistan,AFG,2019,South Asia,1.07,12.6,0.17,18.83,1.62,1,1,59,8.5,60.89,-10.24,1478.38,11.29,1.31,1,0.07,32.0,68.0,0,0,us_divergent,40.8,medium,24.16
Afghanistan,AFG,2020,South Asia,1.33,13.64,0.26,24.17,1.04,1,2,58,9.75,59.02,-12.11,1853.18,12.92,0.72,1,0.07,32.0,68.0,0,0,us_divergent,40.8,medium,24.51
Angola,AGO,2000,Sub-Saharan Africa,0.0,0.0,,,,0,0,119,1.2,71.13,0.0,248.74,11.71,-11.71,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,30.24
Angola,AGO,2001,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,119,0.73,71.51,0.38,247.91,11.1,-11.1,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,31.41
Angola,AGO,2002,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,118,0.38,67.11,-4.02,303.33,11.55,-11.55,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,31.23
Angola,AGO,2003,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,0.63,65.45,-5.68,361.79,11.06,-11.06,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,29.19
Angola,AGO,2004,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,1.38,65.86,-5.27,374.09,9.44,-9.44,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,27.62
Angola,AGO,2005,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,3.2,66.51,-4.62,429.3,9.49,-9.49,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,27.22
Angola,AGO,2006,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,112,8.15,65.47,-5.66,526.68,9.52,-9.52,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,26.61
Angola,AGO,2007,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,11.2,63.87,-7.26,680.26,9.55,-9.55,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,24.73
Angola,AGO,2008,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,17.87,64.15,-6.98,711.3,9.15,-9.15,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,22.97
Angola,AGO,2009,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,112,13.66,62.14,-8.99,915.21,10.12,-10.12,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,23.74
Angola,AGO,2010,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,19.68,61.79,-9.34,1190.23,11.75,-11.75,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,22.52
Angola,AGO,2011,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,114,27.04,62.59,-8.54,1314.14,11.43,-11.43,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,20.99
Angola,AGO,2012,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,31.16,61.47,-9.66,1451.79,11.74,-11.74,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,21.4
Angola,AGO,2013,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,116,31.5,61.24,-9.89,1072.69,8.44,-8.44,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,21.58
Angola,AGO,2014,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,27.03,65.14,-5.99,1086.14,8.63,-8.63,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,21.92
Angola,AGO,2015,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,116,23.79,65.74,-5.39,985.55,8.38,-8.38,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,24.08
Angola,AGO,2016,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,23.67,65.34,-5.79,1069.14,9.21,-9.21,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,24.33
Angola,AGO,2017,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,17.46,62.72,-8.41,1228.03,9.84,-9.84,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,23.8
Angola,AGO,2018,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,15.41,61.69,-9.44,1222.92,9.82,-9.82,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,23.59
Angola,AGO,2019,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,16.33,60.89,-10.24,1478.38,11.29,-11.29,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,24.16
Angola,AGO,2020,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,109,13.78,59.02,-12.11,1853.18,12.92,-12.92,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,24.51
Angola,AGO,2021,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,109,14.47,58.81,-12.32,1803.62,11.95,-11.95,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,23.76
Angola,AGO,2022,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,110,13.65,58.36,-12.77,1818.29,12.93,-12.93,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,25.04
Angola,AGO,2023,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,108,13.94,57.33,-13.8,2093.45,14.21,-14.21,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,25.57
Angola,AGO,2024,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,97,14.24,57.08,-14.05,2472.95,17.44,-17.44,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,25.91
Albania,ALB,2000,Europe & Central Asia,0.03,4.74,,,,0,0,76,0.65,71.13,0.0,248.74,11.71,-6.97,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,30.24
Albania,ALB,2001,Europe & Central Asia,0.03,3.98,0.0,0.06,-0.76,1,1,77,0.77,71.51,0.38,247.91,11.1,-7.12,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,31.41
Albania,ALB,2002,Europe & Central Asia,0.03,3.2,-0.0,-9.71,-0.78,0,0,81,0.87,67.11,-4.02,303.33,11.55,-8.35,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,31.23
Albania,ALB,2003,Europe & Central Asia,0.03,2.78,0.0,4.23,-0.42,1,1,80,1.04,65.45,-5.68,361.79,11.06,-8.28,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,29.19
Albania,ALB,2004,Europe & Central Asia,0.03,2.18,0.0,4.98,-0.6,1,2,79,1.39,65.86,-5.27,374.09,9.44,-7.26,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,27.62
Albania,ALB,2005,Europe & Central Asia,0.04,2.47,0.01,17.13,0.29,1,3,80,1.44,66.51,-4.62,429.3,9.49,-7.02,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,27.22
Albania,ALB,2006,Europe & Central Asia,0.04,2.43,0.01,23.93,-0.04,1,4,81,1.81,65.47,-5.66,526.68,9.52,-7.09,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,26.61
Albania,ALB,2007,Europe & Central Asia,0.06,2.67,0.01,31.16,0.24,1,5,82,2.16,63.87,-7.26,680.26,9.55,-6.88,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,24.73
Albania,ALB,2008,Europe & Central Asia,0.04,1.86,-0.01,-23.73,-0.81,0,0,89,2.36,64.15,-6.98,711.3,9.15,-7.29,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,22.97
Albania,ALB,2009,Europe & Central Asia,0.06,2.32,0.01,25.04,0.46,1,1,89,2.37,62.14,-8.99,915.21,10.12,-7.8,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,23.74
Albania,ALB,2010,Europe & Central Asia,0.07,2.8,0.02,29.24,0.48,1,2,89,2.54,61.79,-9.34,1190.23,11.75,-8.95,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,22.52
Albania,ALB,2011,Europe & Central Asia,0.08,3.14,0.01,8.93,0.34,1,3,91,2.47,62.59,-8.54,1314.14,11.43,-8.29,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,20.99
Albania,ALB,2012,Europe & Central Asia,0.08,3.24,0.01,8.69,0.1,1,4,93,2.6,61.47,-9.66,1451.79,11.74,-8.5,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,21.4
Albania,ALB,2013,Europe & Central Asia,0.06,2.2,-0.02,-27.61,-1.04,0,0,95,2.77,61.24,-9.89,1072.69,8.44,-6.24,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,21.58
Albania,ALB,2014,Europe & Central Asia,0.06,2.29,0.0,0.12,0.09,1,1,95,2.67,65.14,-5.99,1086.14,8.63,-6.34,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,21.92
Albania,ALB,2015,Europe & Central Asia,0.05,1.71,-0.01,-12.11,-0.58,0,0,95,3.14,65.74,-5.39,985.55,8.38,-6.67,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,24.08
Albania,ALB,2016,Europe & Central Asia,0.06,1.86,0.0,8.06,0.15,1,1,91,3.11,65.34,-5.79,1069.14,9.21,-7.35,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,24.33
Albania,ALB,2017,Europe & Central Asia,0.06,1.81,0.01,11.83,-0.05,1,2,91,3.59,62.72,-8.41,1228.03,9.84,-8.03,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,23.8
Albania,ALB,2018,Europe & Central Asia,0.06,1.65,-0.0,-1.15,-0.16,0,0,89,3.89,61.69,-9.44,1222.92,9.82,-8.17,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,23.59
Albania,ALB,2019,Europe & Central Asia,0.14,3.64,0.07,113.9,1.99,1,1,85,3.76,60.89,-10.24,1478.38,11.29,-7.65,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,24.16
Albania,ALB,2020,Europe & Central Asia,0.17,3.53,0.03,24.17,-0.11,1,2,85,4.82,59.02,-12.11,1853.18,12.92,-9.39,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,24.51
Albania,ALB,2021,Europe & Central Asia,0.16,2.91,-0.01,-3.75,-0.62,0,0,83,5.63,58.81,-12.32,1803.62,11.95,-9.04,0,0.01,62.0,38.0,0,0,US_allied,22.8,low,23.76
Albania,ALB,2022,Europe & Central Asia,0.18,3.44,0.02,10.64,0.53,1,1,81,5.27,58.36,-12.77,1818.29,12.93,-9.49,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,25.04
Albania,ALB,2023,Europe & Central Asia,0.23,3.51,0.05,25.18,0.07,1,2,79,6.46,57.33,-13.8,2093.45,14.21,-10.7,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,25.57
Albania,ALB,2024,Europe & Central Asia,0.29,4.4,0.06,26.51,0.89,1,3,76,6.52,57.08,-14.05,2472.95,17.44,-13.04,1,0.01,62.0,38.0,0,0,US_allied,22.8,low,25.91
United Arab Emirates,ARE,2000,Middle East & North Africa,0.11,0.8,,,,0,0,59,13.63,71.13,0.0,248.74,11.71,-10.91,0,0.04,44.0,56.0,0,0,neutral,33.6,medium,30.24
United Arab Emirates,ARE,2001,Middle East & North Africa,0.11,0.77,0.0,0.75,-0.03,1,1,57,14.26,71.51,0.38,247.91,11.1,-10.33,0,0.04,44.0,56.0,0,0,neutral,33.6,medium,31.41
United Arab Emirates,ARE,2002,Middle East & North Africa,0.14,0.89,0.03,23.96,0.12,1,2,57,15.36,67.11,-4.02,303.33,11.55,-10.66,1,0.04,44.0,56.0,0,0,neutral,33.6,medium,31.23
United Arab Emirates,ARE,2003,Middle East & North Africa,0.0,0.0,-0.14,-100.0,-0.89,0,0,115,15.09,65.45,-5.68,361.79,11.06,-11.06,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,29.19
United Arab Emirates,ARE,2004,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,113,18.53,65.86,-5.27,374.09,9.44,-9.44,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,27.62
United Arab Emirates,ARE,2005,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,111,21.01,66.51,-4.62,429.3,9.49,-9.49,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,27.22
United Arab Emirates,ARE,2006,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,112,27.62,65.47,-5.66,526.68,9.52,-9.52,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,26.61
United Arab Emirates,ARE,2007,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,113,77.24,63.87,-7.26,680.26,9.55,-9.55,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,24.73
United Arab Emirates,ARE,2008,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,115,31.69,64.15,-6.98,711.3,9.15,-9.15,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,22.97
United Arab Emirates,ARE,2009,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,112,26.1,62.14,-8.99,915.21,10.12,-10.12,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,23.74
United Arab Emirates,ARE,2010,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,111,32.79,61.79,-9.34,1190.23,11.75,-11.75,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,22.52
United Arab Emirates,ARE,2011,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,114,37.27,62.59,-8.54,1314.14,11.43,-11.43,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,20.99
United Arab Emirates,ARE,2012,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,115,47.04,61.47,-9.66,1451.79,11.74,-11.74,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,21.4
United Arab Emirates,ARE,2013,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,116,68.2,61.24,-9.89,1072.69,8.44,-8.44,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,21.58
United Arab Emirates,ARE,2014,Middle East & North Africa,0.0,0.0,0.0,,0.0,0,0,115,78.42,65.14,-5.99,1086.14,8.63,-8.63,0,0.0,44.0,56.0,0,0,neutral,33.6,medium,21.92
United Arab Emirates,ARE,2015,Middle East & North Africa,0.26,0.27,0.26,inf,0.27,1,1,68,93.93,65.74,-5.39,985.55,8.38,-8.11,0,0.03,44.0,56.0,0,0,neutral,33.6,medium,24.08
United Arab Emirates,ARE,2016,Middle East & North Africa,0.27,0.32,0.02,6.94,0.05,1,2,68,85.39,65.34,-5.79,1069.14,9.21,-8.89,1,0.03,44.0,56.0,0,0,neutral,33.6,medium,24.33
United Arab Emirates,ARE,2017,Middle East & North Africa,0.32,0.33,0.04,16.3,0.01,1,3,68,95.38,62.72,-8.41,1228.03,9.84,-9.51,1,0.03,44.0,56.0,0,0,neutral,33.6,medium,23.8
United Arab Emirates,ARE,2018,Middle East & North Africa,0.31,0.31,-0.01,-2.79,-0.02,0,0,68,99.5,61.69,-9.44,1222.92,9.82,-9.51,0,0.03,44.0,56.0,0,0,neutral,33.6,medium,23.59
United Arab Emirates,ARE,2019,Middle East & North Africa,1.1,1.02,0.79,256.56,0.71,1,1,56,108.36,60.89,-10.24,1478.38,11.29,-10.27,1,0.07,44.0,56.0,0,0,neutral,33.6,medium,24.16
United Arab Emirates,ARE,2020,Middle East & North Africa,3.5,3.28,2.4,218.02,2.26,1,2,42,106.7,59.02,-12.11,1853.18,12.92,-9.64,1,0.19,44.0,56.0,0,0,neutral,33.6,medium,24.51
United Arab Emirates,ARE,2021,Middle East & North Africa,3.24,2.47,-0.26,-7.38,-0.81,0,0,44,131.12,58.81,-12.32,1803.62,11.95,-9.48,0,0.18,44.0,56.0,0,0,neutral,33.6,medium,23.76
United Arab Emirates,ARE,2022,Middle East & North Africa,4.37,3.16,1.13,34.69,0.69,1,1,40,138.43,58.36,-12.77,1818.29,12.93,-9.77,1,0.24,44.0,56.0,0,0,neutral,33.6,medium,25.04
United Arab Emirates,ARE,2023,Middle East & North Africa,4.94,2.61,0.57,13.07,-0.55,1,2,41,189.49,57.33,-13.8,2093.45,14.21,-11.6,1,0.24,44.0,56.0,0,0,neutral,33.6,medium,25.57
United Arab Emirates,ARE,2024,Middle East & North Africa,6.24,2.62,1.3,26.35,0.01,1,3,39,237.93,57.08,-14.05,2472.95,17.44,-14.82,1,0.25,44.0,56.0,0,0,neutral,33.6,medium,25.91
Argentina,ARG,2000,Latin America & Caribbean,0.01,0.02,,,,0,0,99,25.15,71.13,0.0,248.74,11.71,-11.69,0,0.0,36.0,64.0,0,0,neutral,38.4,medium,30.24
Argentina,ARG,2001,Latin America & Caribbean,0.0,0.02,-0.0,-52.28,0.0,0,0,108,14.56,71.51,0.38,247.91,11.1,-11.08,0,0.0,36.0,64.0,0,0,neutral,38.4,medium,31.41
Argentina,ARG,2002,Latin America & Caribbean,0.0,0.03,0.0,23.96,0.01,1,1,106,10.49,67.11,-4.02,303.33,11.55,-11.52,1,0.0,36.0,64.0,0,0,neutral,38.4,medium,31.23
Argentina,ARG,2003,Latin America & Caribbean,0.0,0.03,0.0,24.63,0.0,1,2,103,14.16,65.45,-5.68,361.79,11.06,-11.03,1,0.0,36.0,64.0,0,0,neutral,38.4,medium,29.19
Argentina,ARG,2004,Latin America & Caribbean,0.78,3.94,0.77,20065.3,3.91,1,3,37,19.66,65.86,-5.27,374.09,9.44,-5.5,0,0.21,36.0,64.0,0,0,neutral,38.4,medium,27.62
Argentina,ARG,2005,Latin America & Caribbean,0.9,3.22,0.13,16.46,-0.72,1,4,37,28.08,66.51,-4.62,429.3,9.49,-6.27,0,0.21,36.0,64.0,0,0,neutral,38.4,medium,27.22
Argentina,ARG,2006,Latin America & Caribbean,1.12,3.49,0.22,23.92,0.27,1,5,37,32.02,65.47,-5.66,526.68,9.52,-6.03,1,0.21,36.0,64.0,0,0,neutral,38.4,medium,26.61
Argentina,ARG,2007,Latin America & Caribbean,1.47,3.18,0.35,31.15,-0.31,1,6,37,46.15,63.87,-7.26,680.26,9.55,-6.37,1,0.22,36.0,64.0,0,0,neutral,38.4,medium,24.73
Argentina,ARG,2008,Latin America & Caribbean,1.53,3.3,0.06,4.32,0.12,1,7,37,46.39,64.15,-6.98,711.3,9.15,-5.85,0,0.22,36.0,64.0,0,0,neutral,38.4,medium,22.97
Argentina,ARG,2009,Latin America & Caribbean,1.91,3.99,0.38,25.04,0.69,1,8,37,48.01,62.14,-8.99,915.21,10.12,-6.13,1,0.21,36.0,64.0,0,0,neutral,38.4,medium,23.74
Argentina,ARG,2010,Latin America & Caribbean,2.47,4.74,0.56,29.24,0.75,1,9,37,52.21,61.79,-9.34,1190.23,11.75,-7.01,1,0.21,36.0,64.0,0,0,neutral,38.4,medium,22.52
Argentina,ARG,2011,Latin America & Caribbean,3.04,6.57,0.57,22.85,1.83,1,10,38,46.27,62.59,-8.54,1314.14,11.43,-4.86,0,0.23,36.0,64.0,0,0,neutral,38.4,medium,20.99
Argentina,ARG,2012,Latin America & Caribbean,3.3,7.64,0.26,8.69,1.07,1,11,40,43.22,61.47,-9.66,1451.79,11.74,-4.1,1,0.23,36.0,64.0,0,0,neutral,38.4,medium,21.4
Argentina,ARG,2013,Latin America & Caribbean,2.39,7.83,-0.91,-27.61,0.19,0,0,41,30.53,61.24,-9.89,1072.69,8.44,-0.61,0,0.22,36.0,64.0,0,0,neutral,38.4,medium,21.58
Argentina,ARG,2014,Latin America & Caribbean,2.39,7.62,0.0,0.12,-0.21,1,1,42,31.41,65.14,-5.99,1086.14,8.63,-1.01,0,0.22,36.0,64.0,0,0,neutral,38.4,medium,21.92
Argentina,ARG,2015,Latin America & Caribbean,2.1,8.24,-0.29,-12.11,0.62,0,0,42,25.52,65.74,-5.39,985.55,8.38,-0.14,0,0.21,36.0,64.0,0,0,neutral,38.4,medium,24.08
