Country,ISO3,Year,Region,Gold Value (USD bn),Gold Share of Reserves (%),Gold YoY Change (USD bn),Gold YoY Change (%),Gold Share YoY Change (pp),Is Accumulating,Accumulation Streak (yrs),Gold Rank,Total Reserves (USD bn),USD Share of Global Reserves (%),USD Share Drawdown from 2000 (pp),World Gold Reserves (USD bn),World Gold Share (%),Gold Share vs World Avg (pp),Accumulating During USD Decline,Country Share of World Gold (%),UN Alignment with US (score),UN Divergence Score,Sanctions Severity (0-3),Under Sanctions,Geopolitical Bloc,Geo Risk Score,Geo Risk Tier,US GDP Share of World (%)
Spain,ESP,2024,Europe & Central Asia,23.62,21.92,4.95,26.51,3.81,1,2,18,107.77,57.08,-14.05,2472.95,17.44,4.48,1,0.96,64.0,36.0,0,0,US_allied,21.6,low,25.91
Estonia,EST,2000,Europe & Central Asia,0.0,0.24,,,,0,0,110,0.92,71.13,0.0,248.74,11.71,-11.47,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,30.24
Estonia,EST,2001,Europe & Central Asia,0.0,0.27,0.0,0.75,0.03,1,1,109,0.82,71.51,0.38,247.91,11.1,-10.83,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,31.41
Estonia,EST,2002,Europe & Central Asia,0.0,0.27,0.0,23.96,0.0,1,2,108,1.0,67.11,-4.02,303.33,11.55,-11.28,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,31.23
Estonia,EST,2003,Europe & Central Asia,0.0,0.24,0.0,21.74,-0.03,1,3,105,1.38,65.45,-5.68,361.79,11.06,-10.82,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,29.19
Estonia,EST,2004,Europe & Central Asia,0.0,0.2,0.0,4.97,-0.04,1,4,102,1.79,65.86,-5.27,374.09,9.44,-9.24,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,27.62
Estonia,EST,2005,Europe & Central Asia,0.0,0.21,0.0,17.12,0.01,1,5,100,1.95,66.51,-4.62,429.3,9.49,-9.28,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,27.22
Estonia,EST,2006,Europe & Central Asia,0.01,0.18,0.0,23.92,-0.03,1,6,102,2.79,65.47,-5.66,526.68,9.52,-9.34,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,26.61
Estonia,EST,2007,Europe & Central Asia,0.01,0.2,0.0,31.15,0.02,1,7,103,3.27,63.87,-7.26,680.26,9.55,-9.35,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,24.73
Estonia,EST,2008,Europe & Central Asia,0.01,0.18,0.0,4.32,-0.02,1,8,103,3.97,64.15,-6.98,711.3,9.15,-8.97,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,22.97
Estonia,EST,2009,Europe & Central Asia,0.01,0.22,0.0,25.04,0.04,1,9,100,3.98,62.14,-8.99,915.21,10.12,-9.9,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,23.74
Estonia,EST,2010,Europe & Central Asia,0.01,0.44,0.0,29.24,0.22,1,10,99,2.57,61.79,-9.34,1190.23,11.75,-11.31,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,22.52
Estonia,EST,2011,Europe & Central Asia,0.01,5.91,0.0,8.93,5.47,1,11,101,0.21,62.59,-8.54,1314.14,11.43,-5.52,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,20.99
Estonia,EST,2012,Europe & Central Asia,0.01,4.43,0.0,8.69,-1.48,1,12,102,0.3,61.47,-9.66,1451.79,11.74,-7.31,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,21.4
Estonia,EST,2013,Europe & Central Asia,0.01,3.06,-0.0,-27.61,-1.37,0,0,105,0.31,61.24,-9.89,1072.69,8.44,-5.38,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,21.58
Estonia,EST,2014,Europe & Central Asia,0.01,2.21,0.0,0.12,-0.85,1,1,103,0.44,65.14,-5.99,1086.14,8.63,-6.42,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,21.92
Estonia,EST,2015,Europe & Central Asia,0.01,2.04,-0.0,-12.11,-0.17,0,0,105,0.41,65.74,-5.39,985.55,8.38,-6.34,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,24.08
Estonia,EST,2016,Europe & Central Asia,0.01,2.6,0.0,8.1,0.56,1,1,101,0.35,65.34,-5.79,1069.14,9.21,-6.61,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,24.33
Estonia,EST,2017,Europe & Central Asia,0.01,3.01,0.0,13.14,0.41,1,2,101,0.35,62.72,-8.41,1228.03,9.84,-6.83,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,23.8
Estonia,EST,2018,Europe & Central Asia,0.01,1.36,-0.0,-1.15,-1.65,0,0,100,0.76,61.69,-9.44,1222.92,9.82,-8.46,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,23.59
Estonia,EST,2019,Europe & Central Asia,0.01,0.85,0.0,18.83,-0.51,1,1,100,1.43,60.89,-10.24,1478.38,11.29,-10.44,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,24.16
Estonia,EST,2020,Europe & Central Asia,0.02,0.76,0.0,24.17,-0.09,1,2,97,2.0,59.02,-12.11,1853.18,12.92,-12.16,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,24.51
Estonia,EST,2021,Europe & Central Asia,0.01,0.61,-0.0,-3.75,-0.15,0,0,97,2.37,58.81,-12.32,1803.62,11.95,-11.34,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,23.76
Estonia,EST,2022,Europe & Central Asia,0.01,0.65,-0.0,-0.43,0.04,0,0,99,2.22,58.36,-12.77,1818.29,12.93,-12.28,0,0.0,63.0,37.0,0,0,US_allied,22.2,low,25.04
Estonia,EST,2023,Europe & Central Asia,0.02,0.64,0.0,13.8,-0.01,1,1,98,2.59,57.33,-13.8,2093.45,14.21,-13.57,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,25.57
Estonia,EST,2024,Europe & Central Asia,0.02,1.01,0.0,26.51,0.37,1,2,88,2.07,57.08,-14.05,2472.95,17.44,-16.43,1,0.0,63.0,37.0,0,0,US_allied,22.2,low,25.91
Ethiopia,ETH,2000,Sub-Saharan Africa,0.06,15.51,,,,0,0,70,0.36,71.13,0.0,248.74,11.71,3.8,0,0.02,34.0,66.0,0,0,us_divergent,39.6,medium,30.24
Ethiopia,ETH,2001,Sub-Saharan Africa,0.06,11.57,0.0,0.76,-3.94,1,1,69,0.49,71.51,0.38,247.91,11.1,0.47,0,0.02,34.0,66.0,0,0,us_divergent,39.6,medium,31.41
Ethiopia,ETH,2002,Sub-Saharan Africa,0.08,8.71,0.03,48.5,-2.86,1,2,62,0.97,67.11,-4.02,303.33,11.55,-2.84,1,0.03,34.0,66.0,0,0,us_divergent,39.6,medium,31.23
Ethiopia,ETH,2003,Sub-Saharan Africa,0.0,0.0,-0.08,-100.0,-8.71,0,0,115,0.96,65.45,-5.68,361.79,11.06,-11.06,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,29.19
Ethiopia,ETH,2004,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,1.5,65.86,-5.27,374.09,9.44,-9.44,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,27.62
Ethiopia,ETH,2005,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,1.04,66.51,-4.62,429.3,9.49,-9.49,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,27.22
Ethiopia,ETH,2006,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,112,0.87,65.47,-5.66,526.68,9.52,-9.52,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,26.61
Ethiopia,ETH,2007,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,1.29,63.87,-7.26,680.26,9.55,-9.55,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,24.73
Ethiopia,ETH,2008,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,0.87,64.15,-6.98,711.3,9.15,-9.15,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,22.97
Ethiopia,ETH,2009,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,112,1.78,62.14,-8.99,915.21,10.12,-10.12,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,23.74
Ethiopia,ETH,2010,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,2.24,61.79,-9.34,1190.23,11.75,-11.75,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,22.52
Ethiopia,ETH,2011,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,114,2.84,62.59,-8.54,1314.14,11.43,-11.43,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,20.99
Ethiopia,ETH,2012,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,2.3,61.47,-9.66,1451.79,11.74,-11.74,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,21.4
Ethiopia,ETH,2013,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,116,2.36,61.24,-9.89,1072.69,8.44,-8.44,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,21.58
Ethiopia,ETH,2014,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,3.53,65.14,-5.99,1086.14,8.63,-8.63,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,21.92
Ethiopia,ETH,2015,Sub-Saharan Africa,0.01,0.22,0.01,inf,0.22,1,1,104,3.84,65.74,-5.39,985.55,8.38,-8.16,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,24.08
Ethiopia,ETH,2016,Sub-Saharan Africa,0.01,0.3,0.0,8.1,0.08,1,2,100,3.03,65.34,-5.79,1069.14,9.21,-8.91,1,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,24.33
Ethiopia,ETH,2017,Sub-Saharan Africa,0.01,0.34,0.0,13.14,0.04,1,3,100,3.05,62.72,-8.41,1228.03,9.84,-9.5,1,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,23.8
Ethiopia,ETH,2018,Sub-Saharan Africa,0.01,0.26,-0.0,-1.15,-0.08,0,0,99,3.99,61.69,-9.44,1222.92,9.82,-9.56,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,23.59
Ethiopia,ETH,2019,Sub-Saharan Africa,0.01,0.41,0.0,18.83,0.15,1,1,99,2.99,60.89,-10.24,1478.38,11.29,-10.88,1,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,24.16
Ethiopia,ETH,2020,Sub-Saharan Africa,0.0,0.0,-0.01,-100.0,-0.41,0,0,109,3.05,59.02,-12.11,1853.18,12.92,-12.92,0,0.0,34.0,66.0,0,0,us_divergent,39.6,medium,24.51
Ethiopia,ETH,2021,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,109,1.64,58.81,-12.32,1803.62,11.95,-11.95,0,0.0,34.0,66.0,1,1,us_divergent,43.6,medium,23.76
Ethiopia,ETH,2022,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,110,1.19,58.36,-12.77,1818.29,12.93,-12.93,0,0.0,34.0,66.0,1,1,us_divergent,43.6,medium,25.04
Ethiopia,ETH,2023,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,108,2.03,57.33,-13.8,2093.45,14.21,-14.21,0,0.0,34.0,66.0,1,1,us_divergent,43.6,medium,25.57
Ethiopia,ETH,2024,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,97,3.78,57.08,-14.05,2472.95,17.44,-17.44,0,0.0,34.0,66.0,1,1,us_divergent,43.6,medium,25.91
Finland,FIN,2000,Europe & Central Asia,0.43,5.15,,,,0,0,38,8.41,71.13,0.0,248.74,11.71,-6.56,0,0.17,61.0,39.0,0,0,US_allied,23.4,low,30.24
Finland,FIN,2001,Europe & Central Asia,0.44,5.18,0.0,0.75,0.03,1,1,37,8.42,71.51,0.38,247.91,11.1,-5.92,0,0.18,61.0,39.0,0,0,US_allied,23.4,low,31.41
Finland,FIN,2002,Europe & Central Asia,0.54,5.5,0.1,23.96,0.32,1,2,37,9.83,67.11,-4.02,303.33,11.55,-6.05,1,0.18,61.0,39.0,0,0,US_allied,23.4,low,31.23
Finland,FIN,2003,Europe & Central Asia,0.66,5.89,0.12,21.74,0.39,1,3,37,11.17,65.45,-5.68,361.79,11.06,-5.17,1,0.18,61.0,39.0,0,0,US_allied,23.4,low,29.19
Finland,FIN,2004,Europe & Central Asia,0.69,5.36,0.03,5.17,-0.53,1,4,38,12.91,65.86,-5.27,374.09,9.44,-4.08,0,0.18,61.0,39.0,0,0,US_allied,23.4,low,27.62
Finland,FIN,2005,Europe & Central Asia,0.81,7.15,0.12,17.12,1.79,1,5,38,11.33,66.51,-4.62,429.3,9.49,-2.34,0,0.19,61.0,39.0,0,0,US_allied,23.4,low,27.22
Finland,FIN,2006,Europe & Central Asia,1.0,13.39,0.19,23.92,6.24,1,6,38,7.5,65.47,-5.66,526.68,9.52,3.87,1,0.19,61.0,39.0,0,0,US_allied,23.4,low,26.61
Finland,FIN,2007,Europe & Central Asia,1.32,15.72,0.31,31.15,2.33,1,7,38,8.38,63.87,-7.26,680.26,9.55,6.17,1,0.19,61.0,39.0,0,0,US_allied,23.4,low,24.73
Finland,FIN,2008,Europe & Central Asia,1.37,16.45,0.06,4.32,0.73,1,8,38,8.35,64.15,-6.98,711.3,9.15,7.3,0,0.19,61.0,39.0,0,0,US_allied,23.4,low,22.97
Finland,FIN,2009,Europe & Central Asia,1.72,15.03,0.34,25.04,-1.42,1,9,38,11.43,62.14,-8.99,915.21,10.12,4.91,1,0.19,61.0,39.0,0,0,US_allied,23.4,low,23.74
Finland,FIN,2010,Europe & Central Asia,2.22,23.26,0.5,29.24,8.23,1,10,38,9.55,61.79,-9.34,1190.23,11.75,11.51,1,0.19,61.0,39.0,0,0,US_allied,23.4,low,22.52
Finland,FIN,2011,Europe & Central Asia,2.42,23.54,0.2,8.93,0.28,1,11,40,10.28,62.59,-8.54,1314.14,11.43,12.11,0,0.18,61.0,39.0,0,0,US_allied,23.4,low,20.99
Finland,FIN,2012,Europe & Central Asia,2.63,23.72,0.21,8.69,0.18,1,12,41,11.08,61.47,-9.66,1451.79,11.74,11.98,1,0.18,61.0,39.0,0,0,US_allied,23.4,low,21.4
Finland,FIN,2013,Europe & Central Asia,1.9,16.88,-0.73,-27.61,-6.84,0,0,42,11.27,61.24,-9.89,1072.69,8.44,8.44,0,0.18,61.0,39.0,0,0,US_allied,23.4,low,21.58
Finland,FIN,2014,Europe & Central Asia,1.91,17.84,0.0,0.12,0.96,1,1,43,10.68,65.14,-5.99,1086.14,8.63,9.21,0,0.18,61.0,39.0,0,0,US_allied,23.4,low,21.92
Finland,FIN,2015,Europe & Central Asia,1.67,16.72,-0.23,-12.11,-1.12,0,0,43,10.02,65.74,-5.39,985.55,8.38,8.34,0,0.17,61.0,39.0,0,0,US_allied,23.4,low,24.08
Finland,FIN,2016,Europe & Central Asia,1.81,17.3,0.14,8.1,0.58,1,1,43,10.47,65.34,-5.79,1069.14,9.21,8.09,1,0.17,61.0,39.0,0,0,US_allied,23.4,low,24.33
Finland,FIN,2017,Europe & Central Asia,2.05,19.5,0.24,13.14,2.2,1,2,44,10.51,62.72,-8.41,1228.03,9.84,9.66,1,0.17,61.0,39.0,0,0,US_allied,23.4,low,23.8
Finland,FIN,2018,Europe & Central Asia,2.03,19.64,-0.02,-1.15,0.14,0,0,42,10.31,61.69,-9.44,1222.92,9.82,9.82,0,0.17,61.0,39.0,0,0,US_allied,23.4,low,23.59
Finland,FIN,2019,Europe & Central Asia,2.41,21.06,0.38,18.83,1.42,1,1,41,11.43,60.89,-10.24,1478.38,11.29,9.77,1,0.16,61.0,39.0,0,0,US_allied,23.4,low,24.16
Finland,FIN,2020,Europe & Central Asia,2.99,22.17,0.58,24.17,1.11,1,2,46,13.48,59.02,-12.11,1853.18,12.92,9.25,1,0.16,61.0,39.0,0,0,US_allied,23.4,low,24.51
Finland,FIN,2021,Europe & Central Asia,2.87,17.13,-0.12,-4.0,-5.04,0,0,48,16.74,58.81,-12.32,1803.62,11.95,5.18,0,0.16,61.0,39.0,0,0,US_allied,23.4,low,23.76
Finland,FIN,2022,Europe & Central Asia,2.86,17.81,-0.01,-0.43,0.68,0,0,48,16.04,58.36,-12.77,1818.29,12.93,4.88,0,0.16,61.0,39.0,0,0,US_allied,23.4,low,25.04
Finland,FIN,2023,Europe & Central Asia,3.25,19.2,0.39,13.8,1.39,1,1,47,16.93,57.33,-13.8,2093.45,14.21,4.99,1,0.16,61.0,39.0,0,0,US_allied,23.4,low,25.57
Finland,FIN,2024,Europe & Central Asia,3.67,20.4,0.42,12.94,1.2,1,2,49,17.99,57.08,-14.05,2472.95,17.44,2.96,1,0.15,61.0,39.0,0,0,US_allied,23.4,low,25.91
Fiji,FJI,2000,Other,0.0,0.05,,,,0,0,115,0.41,71.13,0.0,248.74,11.71,-11.66,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,30.24
Fiji,FJI,2001,Other,0.0,0.06,0.0,0.75,0.01,1,1,116,0.37,71.51,0.38,247.91,11.1,-11.04,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,31.41
Fiji,FJI,2002,Other,0.0,0.08,0.0,23.96,0.02,1,2,114,0.36,67.11,-4.02,303.33,11.55,-11.47,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,31.23
Fiji,FJI,2003,Other,0.0,0.08,0.0,21.74,0.0,1,3,111,0.42,65.45,-5.68,361.79,11.06,-10.98,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,29.19
Fiji,FJI,2004,Other,0.0,0.07,0.0,4.97,-0.01,1,4,109,0.48,65.86,-5.27,374.09,9.44,-9.37,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,27.62
Fiji,FJI,2005,Other,0.0,0.13,0.0,17.12,0.06,1,5,107,0.32,66.51,-4.62,429.3,9.49,-9.36,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,27.22
Fiji,FJI,2006,Other,0.0,0.16,0.0,23.92,0.03,1,6,108,0.31,65.47,-5.66,526.68,9.52,-9.36,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,26.61
Fiji,FJI,2007,Other,0.0,0.13,0.0,31.15,-0.03,1,7,109,0.53,63.87,-7.26,680.26,9.55,-9.42,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.73
Fiji,FJI,2008,Other,0.0,0.22,0.0,4.32,0.09,1,8,111,0.32,64.15,-6.98,711.3,9.15,-8.93,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,22.97
Fiji,FJI,2009,Other,0.0,0.15,0.0,25.04,-0.07,1,9,106,0.57,62.14,-8.99,915.21,10.12,-9.97,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.74
Fiji,FJI,2010,Other,0.0,0.16,0.0,29.24,0.01,1,10,105,0.72,61.79,-9.34,1190.23,11.75,-11.59,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,22.52
Fiji,FJI,2011,Other,0.0,0.15,0.0,8.93,-0.01,1,11,106,0.83,62.59,-8.54,1314.14,11.43,-11.28,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,20.99
Fiji,FJI,2012,Other,0.0,0.14,0.0,8.69,-0.01,1,12,108,0.92,61.47,-9.66,1451.79,11.74,-11.6,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,21.4
Fiji,FJI,2013,Other,0.0,0.1,-0.0,-27.61,-0.04,0,0,110,0.94,61.24,-9.89,1072.69,8.44,-8.34,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,21.58
Fiji,FJI,2014,Other,0.0,0.13,0.0,25.16,0.03,1,1,108,0.92,65.14,-5.99,1086.14,8.63,-8.5,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,21.92
Fiji,FJI,2015,Other,0.0,0.12,-0.0,-12.11,-0.01,0,0,110,0.92,65.74,-5.39,985.55,8.38,-8.26,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.08
Fiji,FJI,2016,Other,0.0,0.13,0.0,8.1,0.01,1,1,107,0.91,65.34,-5.79,1069.14,9.21,-9.08,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.33
Fiji,FJI,2017,Other,0.0,0.12,0.0,13.14,-0.01,1,2,107,1.12,62.72,-8.41,1228.03,9.84,-9.72,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.8
Fiji,FJI,2018,Other,0.0,0.14,-0.0,-1.15,0.02,0,0,105,0.95,61.69,-9.44,1222.92,9.82,-9.68,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.59
Fiji,FJI,2019,Other,0.0,0.15,0.0,18.83,0.01,1,1,105,1.04,60.89,-10.24,1478.38,11.29,-11.14,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.16
Fiji,FJI,2020,Other,0.0,0.17,0.0,24.17,0.02,1,2,103,1.08,59.02,-12.11,1853.18,12.92,-12.75,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.51
Fiji,FJI,2021,Other,0.0,0.12,-0.0,-3.75,-0.05,0,0,104,1.52,58.81,-12.32,1803.62,11.95,-11.83,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.76
Fiji,FJI,2022,Other,0.0,0.12,-0.0,-0.43,0.0,0,0,106,1.56,58.36,-12.77,1818.29,12.93,-12.81,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,25.04
Fiji,FJI,2023,Other,0.0,0.13,0.0,13.8,0.01,1,1,104,1.55,57.33,-13.8,2093.45,14.21,-14.08,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,25.57
Fiji,FJI,2024,Other,0.0,0.16,0.0,26.51,0.03,1,2,94,1.6,57.08,-14.05,2472.95,17.44,-17.28,1,0.0,50.0,50.0,0,0,neutral,50.0,medium,25.91
France,FRA,2000,Europe & Central Asia,26.69,41.88,,,,0,0,3,63.73,71.13,0.0,248.74,11.71,30.17,0,10.73,70.0,30.0,0,0,US_allied,18.0,low,30.24
France,FRA,2001,Europe & Central Asia,26.89,45.86,0.2,0.75,3.98,1,1,3,58.64,71.51,0.38,247.91,11.1,34.76,0,10.85,70.0,30.0,0,0,US_allied,18.0,low,31.41
France,FRA,2002,Europe & Central Asia,33.33,54.02,6.44,23.96,8.16,1,2,3,61.7,67.11,-4.02,303.33,11.55,42.47,1,10.99,70.0,30.0,0,0,US_allied,18.0,low,31.23
France,FRA,2003,Europe & Central Asia,40.58,57.34,7.24,21.73,3.32,1,3,3,70.76,65.45,-5.68,361.79,11.06,46.28,1,11.22,70.0,30.0,0,0,US_allied,18.0,low,29.19
France,FRA,2004,Europe & Central Asia,42.04,54.35,1.46,3.61,-2.99,1,4,3,77.35,65.86,-5.27,374.09,9.44,44.91,0,11.24,70.0,30.0,0,0,US_allied,18.0,low,27.62
France,FRA,2005,Europe & Central Asia,46.61,62.68,4.57,10.87,8.33,1,5,3,74.36,66.51,-4.62,429.3,9.49,53.19,0,10.86,70.0,30.0,0,0,US_allied,18.0,low,27.22
France,FRA,2006,Europe & Central Asia,55.59,56.58,8.98,19.27,-6.1,1,6,3,98.24,65.47,-5.66,526.68,9.52,47.06,1,10.55,70.0,30.0,0,0,US_allied,18.0,low,26.61
France,FRA,2007,Europe & Central Asia,69.78,60.42,14.19,25.53,3.84,1,7,3,115.49,63.87,-7.26,680.26,9.55,50.87,1,10.26,70.0,30.0,0,0,US_allied,18.0,low,24.73
France,FRA,2008,Europe & Central Asia,69.69,67.46,-0.09,-0.13,7.04,0,0,3,103.31,64.15,-6.98,711.3,9.15,58.31,0,9.8,70.0,30.0,0,0,US_allied,18.0,low,22.97
France,FRA,2009,Europe & Central Asia,85.15,64.61,15.46,22.19,-2.85,1,1,4,131.79,62.14,-8.99,915.21,10.12,54.49,1,9.3,70.0,30.0,0,0,US_allied,18.0,low,23.74
France,FRA,2010,Europe & Central Asia,110.05,66.36,24.9,29.24,1.75,1,2,4,165.85,61.79,-9.34,1190.23,11.75,54.61,1,9.25,70.0,30.0,0,0,US_allied,18.0,low,22.52
France,FRA,2011,Europe & Central Asia,119.88,71.15,9.83,8.93,4.79,1,3,4,168.49,62.59,-8.54,1314.14,11.43,59.72,0,9.12,70.0,30.0,0,0,US_allied,18.0,low,20.99
France,FRA,2012,Europe & Central Asia,130.29,70.61,10.41,8.69,-0.54,1,4,4,184.52,61.47,-9.66,1451.79,11.74,58.87,1,8.97,70.0,30.0,0,0,US_allied,18.0,low,21.4
France,FRA,2013,Europe & Central Asia,94.31,64.97,-35.98,-27.61,-5.64,0,0,4,145.16,61.24,-9.89,1072.69,8.44,56.53,0,8.79,70.0,30.0,0,0,US_allied,18.0,low,21.58
France,FRA,2014,Europe & Central Asia,94.43,65.59,0.12,0.12,0.62,1,1,4,143.98,65.14,-5.99,1086.14,8.63,56.96,0,8.69,70.0,30.0,0,0,US_allied,18.0,low,21.92
France,FRA,2015,Europe & Central Asia,83.01,60.06,-11.42,-12.1,-5.53,0,0,4,138.2,65.74,-5.39,985.55,8.38,51.68,0,8.42,70.0,30.0,0,0,US_allied,18.0,low,24.08
France,FRA,2016,Europe & Central Asia,89.74,61.52,6.73,8.11,1.46,1,1,4,145.87,65.34,-5.79,1069.14,9.21,52.31,1,8.39,70.0,30.0,0,0,US_allied,18.0,low,24.33
France,FRA,2017,Europe & Central Asia,101.54,64.96,11.8,13.15,3.44,1,2,4,156.32,62.72,-8.41,1228.03,9.84,55.12,1,8.27,70.0,30.0,0,0,US_allied,18.0,low,23.8
France,FRA,2018,Europe & Central Asia,100.38,60.29,-1.16,-1.14,-4.67,0,0,4,166.48,61.69,-9.44,1222.92,9.82,50.47,0,8.21,70.0,30.0,0,0,US_allied,18.0,low,23.59
France,FRA,2019,Europe & Central Asia,119.28,63.11,18.9,18.83,2.82,1,1,4,189.01,60.89,-10.24,1478.38,11.29,51.82,1,8.07,70.0,30.0,0,0,US_allied,18.0,low,24.16
France,FRA,2020,Europe & Central Asia,148.12,66.06,28.84,24.18,2.95,1,2,4,224.24,59.02,-12.11,1853.18,12.92,53.14,1,7.99,70.0,30.0,0,0,US_allied,18.0,low,24.51
France,FRA,2021,Europe & Central Asia,142.58,58.37,-5.54,-3.74,-7.69,0,0,4,244.28,58.81,-12.32,1803.62,11.95,46.42,0,7.91,70.0,30.0,0,0,US_allied,18.0,low,23.76
France,FRA,2022,Europe & Central Asia,141.99,58.57,-0.59,-0.41,0.2,0,0,4,242.42,58.36,-12.77,1818.29,12.93,45.64,0,7.81,70.0,30.0,0,0,US_allied,18.0,low,25.04
France,FRA,2023,Europe & Central Asia,161.59,67.11,19.6,13.81,8.54,1,1,4,240.79,57.33,-13.8,2093.45,14.21,52.9,1,7.72,70.0,30.0,0,0,US_allied,18.0,low,25.57
France,FRA,2024,Europe & Central Asia,204.43,72.27,42.84,26.51,5.16,1,2,4,282.86,57.08,-14.05,2472.95,17.44,54.83,1,8.27,70.0,30.0,0,0,US_allied,18.0,low,25.91
"Micronesia, Fed. Sts.",FSM,2000,Other,0.0,0.0,,,,0,0,119,0.11,71.13,0.0,248.74,11.71,-11.71,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,30.24
"Micronesia, Fed. Sts.",FSM,2001,Other,0.0,0.0,0.0,,0.0,0,0,119,0.1,71.51,0.38,247.91,11.1,-11.1,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,31.41
"Micronesia, Fed. Sts.",FSM,2002,Other,0.0,0.0,0.0,,0.0,0,0,118,0.12,67.11,-4.02,303.33,11.55,-11.55,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,31.23
