country,country_code,year,reserves_excl_gold_usd,total_reserves_usd,gold_value_usd,gold_share_pct,gold_yoy_change_usd,gold_yoy_change_pct,gold_share_yoy_change,is_accumulating,accumulation_streak,gold_rank,usd_share_of_reserves_pct,usd_share_yoy_change,world_total_reserves_bn,world_gold_value_bn,us_gdp_bn,world_gdp_bn,us_gdp_share_pct,us_total_reserves_bn,us_reserves_excl_gold_bn,us_gold_value_bn,world_gold_share_pct,usd_share_drawdown_pct,gold_share_vs_world,accumulating_during_usd_decline,country_share_of_world_gold_pct,un_alignment_score,un_divergence_score,sanctions_score,sanctions_active,geo_bloc,geo_risk_score,geo_risk_tier,nlp_article_count,nlp_gold_positive,nlp_gold_negative,nlp_usd_positive,nlp_usd_negative,nlp_dedollar_mentions,nlp_sanctions_mentions,nlp_composite_signal,nlp_avg_sentiment_score,global_usd_article_count,global_usd_negative_pct,global_usd_positive_pct,global_usd_neutral_pct,global_usd_avg_score
Aruba,ABW,2000,208010000.0,235455000.0,27910771.0,11.66,,,,0,0,82,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-0.05,0,0.0112,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2001,293710614.52514,321360614.52514,27103777.0,8.6,-806994.0,-2.89,-3.06,0,0,82,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-2.5,0,0.0109,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2002,339727932.960894,374002932.960894,30972745.0,9.16,3868968.0,14.27,0.56,1,1,81,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-2.39,1,0.0102,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2003,295220700.0,336945700.0,36337701.0,12.38,5364956.0,17.32,3.22,1,2,77,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,1.32,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2004,295424000.0,339224000.0,40971663.0,12.91,4633962.0,12.75,0.53,1,3,76,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,3.47,0,0.011,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2005,273513400.0,324813400.0,44473634.0,15.79,3501971.0,8.55,2.88,1,4,76,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,6.3,0,0.0104,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2006,337819600.0,401389600.0,60376504.0,15.84,15902870.0,35.76,0.05,1,5,76,65.47,-1.04,5529.55,526.68,13815.59,51923.51,26.61,221.09,54.85,166.23,9.52,-5.66,6.32,1,0.0115,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2007,372082100.0,455457100.0,69538428.0,18.31,9161924.0,15.17,2.47,1,6,79,63.87,-1.6,7125.4,680.26,14474.23,58525.79,24.73,277.55,59.52,218.02,9.55,-7.26,8.76,1,0.0102,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2008,604898900.0,691873900.0,87195283.0,12.57,17656855.0,25.39,-5.74,1,7,80,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,3.42,0,0.0123,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2009,578220110.0,686970110.0,97234201.0,15.83,10038918.0,11.51,3.26,1,8,80,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,5.71,1,0.0106,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2010,568163690.0,708713690.0,122451993.0,19.83,25217792.0,25.94,4.0,1,9,80,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,8.08,1,0.0103,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2011,536675980.0,689775980.0,157150708.0,22.2,34698715.0,28.34,2.37,1,10,80,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,10.77,0,0.012,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2012,602222300.0,768622300.0,166896628.0,21.65,9745920.0,6.2,-0.55,1,11,83,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,9.91,1,0.0115,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2013,532720670.0,653170670.0,141121840.0,18.44,-25774788.0,-15.44,-3.21,0,0,84,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,10.0,0,0.0132,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2014,559751000.0,680351000.0,126638959.0,17.73,-14482881.0,-10.26,-0.71,0,0,83,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,9.1,0,0.0117,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Aruba,ABW,2015,709800560.0,815800560.0,116005046.0,12.99,-10633913.0,-8.4,-4.74,0,0,84,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,4.61,0,0.0118,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,3.0,0.0,33.33,66.67,0.1667
Aruba,ABW,2016,807960890.0,922550890.0,125072972.0,12.42,9067926.0,7.82,-0.57,1,1,83,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,3.21,1,0.0117,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,1.0,0.0,0.0,100.0,0.0
Aruba,ABW,2017,777461452.513966,907111452.513966,125713967.0,14.29,640995.0,0.51,1.87,1,2,85,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,4.45,1,0.0102,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,2.0,100.0,0.0,0.0,-0.5834
Aruba,ABW,2018,852082680.0,980247680.0,126847957.0,13.07,1133990.0,0.9,-1.22,1,3,86,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,3.25,1,0.0104,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
Aruba,ABW,2019,830000000.0,982300000.0,139258855.0,15.5,12410898.0,9.78,2.43,1,4,86,60.89,-0.8,13092.73,1478.38,21380.98,88483.26,24.16,516.7,118.44,398.26,11.29,-10.24,4.21,1,0.0094,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,3.0,66.67,0.0,33.33,-0.3333
Aruba,ABW,2020,1023468720.0,1212578720.0,176962545.0,15.6,37703690.0,27.07,0.1,1,5,86,59.02,-1.87,14343.78,1853.18,21060.47,85912.76,24.51,628.37,133.85,494.52,12.92,-12.11,2.68,1,0.0095,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,3.0,0.0,66.67,33.33,0.3889
Aruba,ABW,2021,1330950280.0,1512960280.0,179859522.0,12.03,2896977.0,1.64,-3.57,1,6,83,58.81,-0.21,15097.39,1803.62,23315.08,98140.48,23.76,716.15,240.2,475.95,11.95,-12.32,0.08,1,0.01,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,3.0,0.0,0.0,100.0,0.0
Aruba,ABW,2022,1362705590.0,1543940590.0,180091520.0,11.74,231998.0,0.13,-0.29,1,7,84,58.36,-0.45,14059.49,1818.29,25604.85,102251.52,25.04,706.64,232.72,473.93,12.93,-12.77,-1.19,1,0.0099,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,3.0,66.67,33.33,0.0,-0.1667
Aruba,ABW,2023,1261911730.0,1468151730.0,194052405.0,14.05,13960885.0,7.75,2.31,1,8,84,57.33,-1.03,14736.99,2093.45,27292.17,106741.65,25.57,773.43,234.11,539.32,14.21,-13.8,-0.16,1,0.0093,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,5.0,20.0,0.0,80.0,-0.1
Aruba,ABW,2025,1033514488.663204,1320412130.663204,286897642.0,21.73,92845237.0,47.85,7.68,1,9,87,56.92,-0.16,10321.59,2991.09,,,,,,750.23,28.98,-14.21,-7.25,1,0.0096,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2008,2430835946.06326,3042274496.10726,612987195.0,20.1,,,,0,0,49,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,10.95,0,0.0862,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2009,3501370863.63846,4265888740.23846,683561286.0,17.92,70574091.0,11.51,-2.18,1,1,51,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,7.8,1,0.0747,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2010,4174367357.95956,5162440806.75156,860843628.0,19.14,177282342.0,25.94,1.22,1,2,50,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,7.39,1,0.0723,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2011,5268341390.29608,6344641959.56008,1104777326.0,16.96,243933698.0,28.34,-2.18,1,3,52,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,5.53,0,0.0841,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2012,5982504170.91045,7152304397.72645,1173291629.0,16.36,68514303.0,6.2,-0.6,1,4,53,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,4.62,1,0.0808,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2013,6441933255.85729,7288702710.90529,992093582.0,11.62,-181198047.0,-15.44,-4.74,0,0,54,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,3.18,0,0.0925,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2014,6680725917.17282,7528549879.63682,890278205.0,11.26,-101815377.0,-10.26,-0.36,0,0,54,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,2.63,0,0.082,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,,,,,
Afghanistan,AFG,2015,6231780913.18054,6976966153.82054,815521269.0,10.68,-74756936.0,-8.4,-0.58,0,0,55,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,2.3,0,0.0827,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,3.0,0.0,33.33,66.67,0.1667
Afghanistan,AFG,2016,6476337158.7771,7281910524.1067,879269238.0,11.06,63747969.0,7.82,0.38,1,1,55,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,1.85,1,0.0822,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,1.0,0.0,0.0,100.0,0.0
Afghanistan,AFG,2017,7185835046.00596,8097280955.90196,883775463.0,11.26,4506225.0,0.51,0.2,1,2,57,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,1.42,1,0.072,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,2.0,100.0,0.0,0.0,-0.5834
Afghanistan,AFG,2018,7305675819.84186,8206682106.31946,891747474.0,10.98,7972011.0,0.9,-0.28,1,3,57,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,1.16,1,0.0729,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
Afghanistan,AFG,2019,7426979265.63529,8497655795.34729,978996706.0,12.6,87249232.0,9.78,1.62,1,4,60,60.89,-0.8,13092.73,1478.38,21380.98,88483.26,24.16,516.7,118.44,398.26,11.29,-10.24,1.31,1,0.0662,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,3.0,66.67,0.0,33.33,-0.3333
Afghanistan,AFG,2020,8419488003.81955,9748946326.71795,1244060822.0,13.64,265064116.0,27.08,1.04,1,5,59,59.02,-1.87,14343.78,1853.18,21060.47,85912.76,24.51,628.37,133.85,494.52,12.92,-12.11,0.72,1,0.0671,32.0,68.0,0,0,us_divergent,40.8,medium,,,,,,,,,,3.0,0.0,66.67,33.33,0.3889
Afghanistan,AFG,2025,4757240154.041996,6774156339.041996,2016916185.0,29.77,772855363.0,62.12,16.13,1,6,63,56.92,-0.16,10321.59,2991.09,,,,,,750.23,28.98,-14.21,0.79,1,0.0674,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Angola,AGO,2000,1198212373.02401,1198212373.02401,0.0,0.0,,,,0,0,122,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-11.71,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2001,731866198.100655,731866198.100655,0.0,0.0,0.0,,0.0,0,0,122,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-11.1,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2002,375545950.307129,375545950.307129,0.0,0.0,0.0,,0.0,0,0,121,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-11.55,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2003,634199422.3308,634199422.3308,0.0,0.0,0.0,,0.0,0,0,117,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,-11.06,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2004,1379588147.35472,1379588147.35472,0.0,0.0,0.0,,0.0,0,0,114,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,-9.44,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2005,3196850749.33725,3196850749.33725,0.0,0.0,0.0,,0.0,0,0,113,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,-9.49,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2006,8149079645.64961,8149079645.64961,0.0,0.0,0.0,,0.0,0,0,113,65.47,-1.04,5529.55,526.68,13815.59,51923.51,26.61,221.09,54.85,166.23,9.52,-5.66,-9.52,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2007,11196800894.0338,11196800894.0338,0.0,0.0,0.0,,0.0,0,0,114,63.87,-1.6,7125.4,680.26,14474.23,58525.79,24.73,277.55,59.52,218.02,9.55,-7.26,-9.55,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2008,17869411576.4837,17869411576.4837,0.0,0.0,0.0,,0.0,0,0,116,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,-9.15,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2009,13664098153.6474,13664098153.6474,0.0,0.0,0.0,,0.0,0,0,112,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,-10.12,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2010,19678661657.2159,19678661657.2159,0.0,0.0,0.0,,0.0,0,0,111,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,-11.75,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2011,27039761554.085,27039761554.085,0.0,0.0,0.0,,0.0,0,0,114,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,-11.43,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2012,31161778888.6797,31161778888.6797,0.0,0.0,0.0,,0.0,0,0,115,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,-11.74,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2013,31500815461.6599,31500815461.6599,0.0,0.0,0.0,,0.0,0,0,116,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,-8.44,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2014,27032344084.4907,27032344084.4907,0.0,0.0,0.0,,0.0,0,0,115,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,-8.63,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,,,,,
Angola,AGO,2015,23790543425.2351,23790543425.2351,0.0,0.0,0.0,,0.0,0,0,116,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,-8.38,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,3.0,0.0,33.33,66.67,0.1667
Angola,AGO,2016,23672191989.4347,23672191989.4347,0.0,0.0,0.0,,0.0,0,0,113,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,-9.21,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,1.0,0.0,0.0,100.0,0.0
Angola,AGO,2017,17455327770.6619,17455327770.6619,0.0,0.0,0.0,,0.0,0,0,114,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,-9.84,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,2.0,100.0,0.0,0.0,-0.5834
Angola,AGO,2018,15410405365.47,15410405365.47,0.0,0.0,0.0,,0.0,0,0,113,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,-9.82,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
Angola,AGO,2019,16334853784.0603,16334853784.0603,0.0,0.0,0.0,,0.0,0,0,113,60.89,-0.8,13092.73,1478.38,21380.98,88483.26,24.16,516.7,118.44,398.26,11.29,-10.24,-11.29,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,3.0,66.67,0.0,33.33,-0.3333
Angola,AGO,2020,13781988139.5961,13781988139.5961,0.0,0.0,0.0,,0.0,0,0,111,59.02,-1.87,14343.78,1853.18,21060.47,85912.76,24.51,628.37,133.85,494.52,12.92,-12.11,-12.92,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,3.0,0.0,66.67,33.33,0.3889
Angola,AGO,2021,14468113825.809,14468113825.809,0.0,0.0,0.0,,0.0,0,0,111,58.81,-0.21,15097.39,1803.62,23315.08,98140.48,23.76,716.15,240.2,475.95,11.95,-12.32,-11.95,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,3.0,0.0,0.0,100.0,0.0
Angola,AGO,2022,13654715740.4529,13654715740.4529,0.0,0.0,0.0,,0.0,0,0,112,58.36,-0.45,14059.49,1818.29,25604.85,102251.52,25.04,706.64,232.72,473.93,12.93,-12.77,-12.93,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,3.0,66.67,33.33,0.0,-0.1667
Angola,AGO,2023,13942114198.8828,13942114198.8828,0.0,0.0,0.0,,0.0,0,0,111,57.33,-1.03,14736.99,2093.45,27292.17,106741.65,25.57,773.43,234.11,539.32,14.21,-13.8,-14.21,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,5.0,20.0,0.0,80.0,-0.1
Angola,AGO,2024,14242892504.625,14242892504.625,0.0,0.0,0.0,,0.0,0,0,99,57.08,-0.25,14178.99,2472.95,28750.96,110982.66,25.91,910.04,227.76,682.28,17.44,-14.05,-17.44,0,0.0,26.0,74.0,0,0,us_divergent,44.4,medium,,,,,,,,,,5.0,40.0,40.0,20.0,-0.0333
Albania,ALB,2000,615647336.301304,646305676.491804,30967562.0,4.74,,,,0,0,79,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-6.97,0,0.0124,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2001,739902999.384293,770581227.384293,30072187.0,3.98,-895375.0,-2.89,-0.76,0,0,79,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-7.12,0,0.0121,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2002,838777691.779188,866478231.283188,25031704.0,3.2,-5040483.0,-16.76,-0.78,0,0,83,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-8.35,0,0.0083,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2003,1009421265.59302,1038294231.23302,25145052.0,2.78,113348.0,0.45,-0.42,1,1,81,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,-8.28,1,0.007,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2004,1357601602.30431,1387912853.56431,28353939.0,2.18,3208887.0,12.76,-0.6,1,2,80,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,-7.26,0,0.0076,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2005,1404087725.1731,1439592137.1131,30779923.0,2.47,2425984.0,8.56,0.29,1,3,81,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,-7.02,0,0.0072,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2006,1768802845.01829,1812802559.88129,41789343.0,2.43,11009420.0,35.77,-0.04,1,4,82,65.47,-1.04,5529.55,526.68,13815.59,51923.51,26.61,221.09,54.85,166.23,9.52,-5.66,-7.09,1,0.0079,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2007,2104224658.50648,2161936583.38148,48134286.0,2.67,6344943.0,15.18,0.24,1,5,84,63.87,-1.6,7125.4,680.26,14474.23,58525.79,24.73,277.55,59.52,218.02,9.55,-7.26,-6.88,1,0.0071,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2008,2319777467.39249,2363791896.73249,44125903.0,1.86,-4008383.0,-8.33,-0.81,0,0,91,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,-7.29,0,0.0062,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2009,2313907809.29456,2368942443.29456,49206901.0,2.32,5080998.0,11.51,0.46,1,1,92,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,-7.8,1,0.0054,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2010,2469547483.72045,2540673823.18045,61967699.0,2.8,12760798.0,25.93,0.48,1,2,92,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,-8.95,1,0.0052,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2011,2393924086.43353,2471402724.94026,79528543.0,3.14,17560844.0,28.34,0.34,1,3,93,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,-8.29,0,0.0061,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2012,2515654270.9457,2599863597.31882,84460670.0,3.24,4932127.0,6.2,0.1,1,4,96,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,-8.5,1,0.0058,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2013,2712322498.02399,2773278107.16848,71416932.0,2.2,-13043738.0,-15.44,-1.04,0,0,96,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,-6.24,0,0.0067,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2014,2604184281.7985,2665215805.2185,64087642.0,2.29,-7329290.0,-10.26,0.09,0,0,97,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,-6.34,0,0.0059,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,,,,,
Albania,ALB,2015,3084875025.96501,3138517990.16501,58706183.0,1.71,-5381459.0,-8.4,-0.58,0,0,96,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,-6.67,0,0.006,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,3.0,0.0,33.33,66.67,0.1667
Albania,ALB,2016,3050641047.15459,3108607051.81759,63268891.0,1.86,4562708.0,7.77,0.15,1,1,95,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,-7.35,1,0.0059,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,1.0,0.0,0.0,100.0,0.0
Albania,ALB,2017,3523758656.8278,3588583656.8278,62857004.0,1.81,-411887.0,-0.65,-0.05,0,0,96,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,-8.03,0,0.0051,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,2.0,100.0,0.0,0.0,-0.5834
Albania,ALB,2018,3829477531.06681,3893560031.06681,63423999.0,1.65,566995.0,0.9,-0.16,1,1,95,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,-8.17,1,0.0052,62.0,38.0,0,0,US_allied,22.8,low,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
