country,country_code,year,reserves_excl_gold_usd,total_reserves_usd,gold_value_usd,gold_share_pct,gold_yoy_change_usd,gold_yoy_change_pct,gold_share_yoy_change,is_accumulating,accumulation_streak,gold_rank,usd_share_of_reserves_pct,usd_share_yoy_change,world_total_reserves_bn,world_gold_value_bn,us_gdp_bn,world_gdp_bn,us_gdp_share_pct,us_total_reserves_bn,us_reserves_excl_gold_bn,us_gold_value_bn,world_gold_share_pct,usd_share_drawdown_pct,gold_share_vs_world,accumulating_during_usd_decline,country_share_of_world_gold_pct,un_alignment_score,un_divergence_score,sanctions_score,sanctions_active,geo_bloc,geo_risk_score,geo_risk_tier,nlp_article_count,nlp_gold_positive,nlp_gold_negative,nlp_usd_positive,nlp_usd_negative,nlp_dedollar_mentions,nlp_sanctions_mentions,nlp_composite_signal,nlp_avg_sentiment_score,global_usd_article_count,global_usd_negative_pct,global_usd_positive_pct,global_usd_neutral_pct,global_usd_avg_score
China,CHN,2000,168277583225.843,171763098225.843,4504798602.0,2.03,,,,0,0,10,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-9.68,0,1.811,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2001,215605127617.14,220056777617.14,4374549866.0,2.02,-130248736.0,-2.89,-0.01,0,0,10,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-9.08,0,1.7646,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2002,291127828205.212,297739475705.212,5987031996.0,2.22,1612482130.0,36.86,0.2,1,1,8,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-9.33,1,1.9738,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2003,408150659048.593,416199411548.593,7024078025.0,1.93,1037046029.0,17.32,-0.29,1,2,8,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,-9.13,1,1.9415,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2004,614499524349.601,622948544349.601,7919822908.0,1.36,895744883.0,12.75,-0.57,1,3,8,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,-8.08,0,2.1171,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2005,821513849695.566,831409619695.566,8596753979.0,1.19,676931071.0,8.55,-0.17,1,4,8,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,-8.3,0,2.0025,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2006,1068493029869.9,1080755682869.9,11670778769.0,1.13,3074024790.0,35.76,-0.06,1,5,8,65.47,-1.04,5529.55,526.68,13815.59,51923.51,26.61,221.09,54.85,166.23,9.52,-5.66,-8.39,1,2.2159,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2007,1530281623043.37,1546364660543.37,13441778903.0,1.04,1771000134.0,15.17,-0.09,1,6,8,63.87,-1.6,7125.4,680.26,14474.23,58525.79,24.73,277.55,59.52,218.02,9.55,-7.26,-8.51,1,1.976,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2008,1949259953570.11,1966037431070.11,16854849124.0,0.85,3413070221.0,25.39,-0.19,1,7,8,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,-8.3,0,2.3696,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2009,2416043687067.79,2452899062067.79,32991566030.0,1.5,16136716906.0,95.74,0.65,1,8,5,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,-8.62,1,3.6048,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2010,2866079316315.38,2913711711315.38,41547963543.0,1.63,8556397513.0,25.94,0.13,1,9,5,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,-10.12,1,3.4908,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2011,3202788473563.49,3254674063563.49,53321238081.0,1.59,11773274538.0,28.34,-0.04,1,10,5,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,-9.84,0,4.0575,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2012,3331120013773.81,3387512973773.81,56628028872.0,1.66,3306790791.0,6.2,0.07,1,11,5,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,-10.08,1,3.9006,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2013,3839547760252.93,3880368265252.93,47882642803.0,1.05,-8745386069.0,-15.44,-0.61,0,0,5,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,-7.39,0,4.4638,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2014,3859167962991.09,3900039302991.09,42968601040.0,1.05,-4914041763.0,-10.26,0.0,0,0,6,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,-7.58,0,3.9561,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,,,,,
China,CHN,2015,3345193763888.14,3405253363888.14,65774864759.0,1.76,22806263719.0,53.08,0.71,1,1,5,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,-6.62,0,6.6739,22.0,78.0,0,0,us_divergent,46.8,high,2.0,100.0,0.0,0.0,0.0,1.0,0.0,100.0,0.25,3.0,0.0,33.33,66.67,0.1667
China,CHN,2016,3029775305378.4,3097658421378.4,74143261624.0,2.19,8368396865.0,12.72,0.43,1,2,5,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,-7.02,1,6.9349,22.0,78.0,0,0,us_divergent,46.8,high,1.0,,,100.0,0.0,1.0,0.0,,0.5,1.0,0.0,0.0,100.0,0.0
China,CHN,2017,3158876947213.04,3235681607213.04,74523243320.0,2.37,379981696.0,0.51,0.18,1,3,5,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,-7.47,1,6.0685,22.0,78.0,0,0,us_divergent,46.8,high,3.0,100.0,0.0,0.0,100.0,1.0,0.0,100.0,0.1667,2.0,100.0,0.0,0.0,-0.5834
China,CHN,2018,3091881257199.08,3168216331199.08,75601386509.0,2.41,1078143189.0,1.45,0.04,1,4,6,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,-7.41,1,6.182,22.0,78.0,0,0,us_divergent,46.8,high,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
China,CHN,2019,3127493858036.36,3222894578036.36,87287455042.0,2.96,11686068533.0,15.46,0.55,1,5,6,60.89,-0.8,13092.73,1478.38,21380.98,88483.26,24.16,516.7,118.44,398.26,11.29,-10.24,-8.33,1,5.9043,22.0,78.0,0,0,us_divergent,46.8,high,1.0,,,100.0,0.0,1.0,0.0,,0.6667,3.0,66.67,0.0,33.33,-0.3333
China,CHN,2020,3238782371433.71,3357240875433.71,110920129212.0,3.53,23632674170.0,27.07,0.57,1,6,6,59.02,-1.87,14343.78,1853.18,21060.47,85912.76,24.51,628.37,133.85,494.52,12.92,-12.11,-9.39,1,5.9854,22.0,78.0,0,0,us_divergent,46.8,high,2.0,100.0,0.0,0.0,0.0,1.0,0.0,100.0,0.25,3.0,0.0,66.67,33.33,0.3889
China,CHN,2021,3313920330628.85,3427931394628.85,112735953981.0,3.33,1815824769.0,1.64,-0.2,1,7,6,58.81,-0.21,15097.39,1803.62,23315.08,98140.48,23.76,716.15,240.2,475.95,11.95,-12.32,-8.62,1,6.2505,22.0,78.0,0,0,us_divergent,46.8,high,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0
China,CHN,2022,3189689108813.78,3306839412813.78,116483201017.0,3.54,3747247036.0,3.32,0.21,1,8,6,58.36,-0.45,14059.49,1818.29,25604.85,102251.52,25.04,706.64,232.72,473.93,12.93,-12.77,-9.39,1,6.4062,22.0,78.0,0,0,us_divergent,46.8,high,4.0,100.0,0.0,0.0,0.0,2.0,1.0,100.0,0.0,3.0,66.67,33.33,0.0,-0.1667
China,CHN,2023,3301319727518.98,3449544415518.98,139543091630.0,4.3,23059890613.0,19.8,0.76,1,9,6,57.33,-1.03,14736.99,2093.45,27292.17,106741.65,25.57,773.43,234.11,539.32,14.21,-13.8,-9.91,1,6.6657,22.0,78.0,0,0,us_divergent,46.8,high,3.0,50.0,0.0,0.0,0.0,1.0,0.0,50.0,0.1667,5.0,20.0,0.0,80.0,-0.1
China,CHN,2024,3264803869739.12,3456024808739.12,174988149627.0,5.53,35445057997.0,25.4,1.23,1,10,5,57.08,-0.25,14178.99,2472.95,28750.96,110982.66,25.91,910.04,227.76,682.28,17.44,-14.05,-11.91,1,7.0761,22.0,78.0,0,0,us_divergent,46.8,high,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,40.0,40.0,20.0,-0.0333
China,CHN,2025,1996313580345.5464,2209162951810.5464,212849371465.0,9.63,37861221838.0,21.64,4.1,1,11,6,56.92,-0.16,10321.59,2991.09,,,,,,750.23,28.98,-14.21,-19.35,1,7.1161,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2000,211998537.743293,220219413.043293,8220875.300000012,3.73,,,,0,0,98,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-7.98,0,0.0033,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2001,331833074.120412,340115355.120412,8282281.0,2.44,61405.69999998808,0.75,-1.29,1,1,99,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-8.66,0,0.0033,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2002,629663593.823177,639930327.323177,10266733.5,1.6,1984452.5,23.96,-0.84,1,2,96,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-9.95,1,0.0034,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2003,639636921.069221,652135227.569221,12498306.5,1.92,2231573.0,21.74,0.32,1,3,90,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,-9.14,1,0.0035,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2004,829310338.035234,842430190.035234,13119852.0,1.56,621545.5,4.97,-0.36,1,4,92,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,-7.88,0,0.0035,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2005,949379090.908923,964745492.908923,15366402.0,1.59,2246550.0,17.12,0.03,1,5,91,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,-7.9,0,0.0036,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2006,1716221504.38996,1735263262.18996,19041757.799999952,1.1,3675355.799999952,23.92,-0.49,1,6,92,65.47,-1.04,5529.55,526.68,13815.59,51923.51,26.61,221.09,54.85,166.23,9.52,-5.66,-8.42,1,0.0036,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2007,2906771362.29895,2931745509.79895,24974147.5,0.85,5932389.700000048,31.15,-0.25,1,7,94,63.87,-1.6,7125.4,680.26,14474.23,58525.79,24.73,277.55,59.52,218.02,9.55,-7.26,-8.7,1,0.0037,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2008,3086808823.64642,3112861315.14642,26052491.5,0.84,1078344.0,4.32,-0.01,1,8,95,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,-8.31,0,0.0037,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2009,3675521655.97273,3675521655.97273,0.0,0.0,-26052491.5,-100.0,-0.84,0,0,112,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,-10.12,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2010,3642642765.84442,3642642765.84442,0.0,0.0,0.0,,0.0,0,0,111,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,-11.75,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2011,3198717752.7485,3198717752.7485,0.0,0.0,0.0,,0.0,0,0,114,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,-11.43,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2012,3380703262.12093,3380703262.12093,0.0,0.0,0.0,,0.0,0,0,115,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,-11.74,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2013,3471999831.39101,3471999831.39101,0.0,0.0,0.0,,0.0,0,0,116,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,-8.44,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2014,3168216856.18041,3168216856.18041,0.0,0.0,0.0,,0.0,0,0,115,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,-8.63,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,,,,,
Cameroon,CMR,2015,3536255065.98645,3536255065.98645,0.0,0.0,0.0,,0.0,0,0,116,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,-8.38,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,3.0,0.0,33.33,66.67,0.1667
Cameroon,CMR,2016,2225708778.07818,2225708778.07818,0.0,0.0,0.0,,0.0,0,0,113,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,-9.21,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,1.0,0.0,0.0,100.0,0.0
Cameroon,CMR,2017,3196791410.74604,3196791410.74604,0.0,0.0,0.0,,0.0,0,0,114,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,-9.84,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,2.0,100.0,0.0,0.0,-0.5834
Cameroon,CMR,2018,3459329760.96426,3459329760.96426,0.0,0.0,0.0,,0.0,0,0,113,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,-9.82,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
Cameroon,CMR,2019,3720172167.11585,3720172167.11585,0.0,0.0,0.0,,0.0,0,0,113,60.89,-0.8,13092.73,1478.38,21380.98,88483.26,24.16,516.7,118.44,398.26,11.29,-10.24,-11.29,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,3.0,66.67,0.0,33.33,-0.3333
Cameroon,CMR,2020,3961753887.41141,3961753887.41141,0.0,0.0,0.0,,0.0,0,0,111,59.02,-1.87,14343.78,1853.18,21060.47,85912.76,24.51,628.37,133.85,494.52,12.92,-12.11,-12.92,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,3.0,0.0,66.67,33.33,0.3889
Cameroon,CMR,2021,4299788713.29081,4299788713.29081,0.0,0.0,0.0,,0.0,0,0,111,58.81,-0.21,15097.39,1803.62,23315.08,98140.48,23.76,716.15,240.2,475.95,11.95,-12.32,-11.95,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,3.0,0.0,0.0,100.0,0.0
Cameroon,CMR,2022,5133480338.41129,5133480338.41129,0.0,0.0,0.0,,0.0,0,0,112,58.36,-0.45,14059.49,1818.29,25604.85,102251.52,25.04,706.64,232.72,473.93,12.93,-12.77,-12.93,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,3.0,66.67,33.33,0.0,-0.1667
Cameroon,CMR,2023,4882047276.67739,4882047276.67739,0.0,0.0,0.0,,0.0,0,0,111,57.33,-1.03,14736.99,2093.45,27292.17,106741.65,25.57,773.43,234.11,539.32,14.21,-13.8,-14.21,0,0.0,30.0,70.0,0,0,us_divergent,42.0,medium,,,,,,,,,,5.0,20.0,0.0,80.0,-0.1
"Congo, Dem. Rep.",COD,2000,82500000.0,82500000.0,0.0,0.0,,,,0,0,122,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-11.71,0,0.0,28.0,72.0,0,0,us_divergent,43.2,medium,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2001,82500000.0,82500000.0,0.0,0.0,0.0,,0.0,0,0,122,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-11.1,0,0.0,28.0,72.0,0,0,us_divergent,43.2,medium,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2002,73858396.5161329,73858396.5161329,0.0,0.0,0.0,,0.0,0,0,121,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-11.55,0,0.0,28.0,72.0,0,0,us_divergent,43.2,medium,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2003,97757335.8478699,97757335.8478699,0.0,0.0,0.0,,0.0,0,0,117,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,-11.06,0,0.0,28.0,72.0,0,0,us_divergent,43.2,medium,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2004,236242009.298167,236242009.298167,0.0,0.0,0.0,,0.0,0,0,114,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,-9.44,0,0.0,28.0,72.0,0,0,us_divergent,43.2,medium,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2005,131200257.922625,131200257.922625,0.0,0.0,0.0,,0.0,0,0,113,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,-9.49,0,0.0,28.0,72.0,0,0,us_divergent,43.2,medium,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2006,154503797.163646,154503797.163646,0.0,0.0,0.0,,0.0,0,0,113,65.47,-1.04,5529.55,526.68,13815.59,51923.51,26.61,221.09,54.85,166.23,9.52,-5.66,-9.52,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2007,180677436.98623,180677436.98623,0.0,0.0,0.0,,0.0,0,0,114,63.87,-1.6,7125.4,680.26,14474.23,58525.79,24.73,277.55,59.52,218.02,9.55,-7.26,-9.55,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2008,77733370.4394543,77733370.4394543,0.0,0.0,0.0,,0.0,0,0,116,64.15,0.28,7776.77,711.3,14769.86,64311.73,22.97,294.05,66.61,227.44,9.15,-6.98,-9.15,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2009,1035381387.91635,1035381387.91635,0.0,0.0,0.0,,0.0,0,0,112,62.14,-2.01,9047.08,915.21,14478.06,60982.26,23.74,404.1,119.72,284.38,10.12,-8.99,-10.12,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2010,1299652041.01224,1299652041.01224,0.0,0.0,0.0,,0.0,0,0,111,61.79,-0.35,10132.96,1190.23,15048.96,66811.19,22.52,488.93,121.39,367.54,11.75,-9.34,-11.75,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2011,1267500302.99162,1267500302.99162,0.0,0.0,0.0,,0.0,0,0,114,62.59,0.8,11499.0,1314.14,15599.73,74309.71,20.99,537.27,136.91,400.35,11.43,-8.54,-11.43,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2012,1632551644.22764,1632551644.22764,0.0,0.0,0.0,,0.0,0,0,115,61.47,-1.12,12367.08,1451.79,16253.97,75960.59,21.4,574.27,139.13,435.13,11.74,-9.66,-11.74,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2013,1678465311.80225,1678465311.80225,0.0,0.0,0.0,,0.0,0,0,116,61.24,-0.23,12715.9,1072.69,16843.19,78034.89,21.58,448.51,133.53,314.98,8.44,-9.89,-8.44,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2014,1556982977.84139,1556982977.84139,0.0,0.0,0.0,,0.0,0,0,115,65.14,3.9,12588.59,1086.14,17550.68,80054.89,21.92,434.42,119.05,315.37,8.63,-5.99,-8.63,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,2015,1215934551.45168,1215934551.45168,0.0,0.0,0.0,,0.0,0,0,116,65.74,0.6,11763.68,985.55,18206.02,75621.91,24.08,383.73,106.54,277.19,8.38,-5.39,-8.38,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,3.0,0.0,33.33,66.67,0.1667
"Congo, Dem. Rep.",COD,2016,708160749.155332,708160749.155332,0.0,0.0,0.0,,0.0,0,0,113,65.34,-0.4,11606.32,1069.14,18695.11,76831.68,24.33,405.94,106.29,299.65,9.21,-5.79,-9.21,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,1.0,0.0,0.0,100.0,0.0
"Congo, Dem. Rep.",COD,2017,695398161.997957,695398161.997957,0.0,0.0,0.0,,0.0,0,0,114,62.72,-2.62,12485.74,1228.03,19477.34,81839.1,23.8,451.29,112.25,339.03,9.84,-8.41,-9.84,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,2.0,100.0,0.0,0.0,-0.5834
"Congo, Dem. Rep.",COD,2018,665272094.992908,665272094.992908,0.0,0.0,0.0,,0.0,0,0,113,61.69,-1.03,12458.53,1222.92,20533.06,87050.96,23.59,449.91,114.76,335.15,9.82,-9.44,-9.82,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,2.0,50.0,50.0,0.0,0.0
"Congo, Dem. Rep.",COD,2019,1194373484.64689,1194373484.64689,0.0,0.0,0.0,,0.0,0,0,113,60.89,-0.8,13092.73,1478.38,21380.98,88483.26,24.16,516.7,118.44,398.26,11.29,-10.24,-11.29,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,3.0,66.67,0.0,33.33,-0.3333
"Congo, Dem. Rep.",COD,2020,747655324.338114,747655324.338114,0.0,0.0,0.0,,0.0,0,0,111,59.02,-1.87,14343.78,1853.18,21060.47,85912.76,24.51,628.37,133.85,494.52,12.92,-12.11,-12.92,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,3.0,0.0,66.67,33.33,0.3889
"Congo, Dem. Rep.",COD,2021,3467115960.59408,3467115960.59408,0.0,0.0,0.0,,0.0,0,0,111,58.81,-0.21,15097.39,1803.62,23315.08,98140.48,23.76,716.15,240.2,475.95,11.95,-12.32,-11.95,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,3.0,0.0,0.0,100.0,0.0
"Congo, Dem. Rep.",COD,2022,4378100481.59101,4378100481.59101,0.0,0.0,0.0,,0.0,0,0,112,58.36,-0.45,14059.49,1818.29,25604.85,102251.52,25.04,706.64,232.72,473.93,12.93,-12.77,-12.93,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,3.0,66.67,33.33,0.0,-0.1667
"Congo, Dem. Rep.",COD,2023,5104181646.5526,5104181646.5526,0.0,0.0,0.0,,0.0,0,0,111,57.33,-1.03,14736.99,2093.45,27292.17,106741.65,25.57,773.43,234.11,539.32,14.21,-13.8,-14.21,0,0.0,28.0,72.0,1,1,us_divergent,47.2,high,,,,,,,,,,5.0,20.0,0.0,80.0,-0.1
"Congo, Rep.",COG,2000,222005806.383169,225059391.973169,3053585.590000004,1.36,,,,0,0,109,71.13,,2124.86,248.74,10250.95,33898.16,30.24,128.4,56.6,71.8,11.71,0.0,-10.35,0,0.0012,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
"Congo, Rep.",COG,2001,68914112.0583461,71990506.3583461,3076394.300000012,4.27,22808.71000000788,0.75,2.91,1,1,108,71.51,0.38,2232.43,247.91,10581.93,33690.42,31.41,130.08,57.63,72.44,11.1,0.38,-6.83,0,0.0012,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
"Congo, Rep.",COG,2002,31634416.391381,35447852.891381,3813436.500000004,10.76,737042.1999999923,23.96,6.49,1,2,106,67.11,-4.4,2625.65,303.33,10929.11,34991.53,31.23,157.76,67.96,89.8,11.55,-4.02,-0.79,1,0.0013,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
"Congo, Rep.",COG,2003,34798834.5588261,39441158.0588261,4642323.5,11.77,828886.9999999958,21.74,1.01,1,3,103,65.45,-1.66,3271.63,361.79,11456.44,39243.28,29.19,184.02,74.89,109.13,11.06,-5.68,0.71,1,0.0013,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
"Congo, Rep.",COG,2004,119598267.266244,124471455.266244,4873188.0,3.92,230864.5,4.97,-7.85,1,4,100,65.86,0.41,3960.99,374.09,12217.19,44225.38,27.62,190.46,75.89,114.57,9.44,-5.27,-5.52,0,0.0013,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
"Congo, Rep.",COG,2005,731829789.530678,737537427.530678,5707638.0,0.77,834450.0,17.12,-3.15,1,5,98,66.51,0.65,4524.61,429.3,13039.2,47900.49,27.22,188.26,54.08,134.18,9.49,-4.62,-8.72,0,0.0013,50.0,50.0,0,0,neutral,50.0,medium,,,,,,,,,,,,,,
